t,x_true,x_est,y_true,y_est,z_true,z_est,vx_true,vx_est,vy_true,vy_est,vz_true,vz_est,phi_true,phi_est,theta_true,theta_est,psi_true,psi_est,p_true,p_est,q_true,q_est,r_true,r_est
12.87,10.0363,9.96481,1.18627,1.34459,25.74,25.699,0.698656,0.813954,-6.16976,-6.02318,2,2.01729,-0.261486,-0.231396,-0.316529,-0.312204,0.758243,0.754753,-0.327397,-0.334007,0.345139,0.312326,0.0387008,0.0469201
12.88,10.0431,9.97312,1.12456,1.28359,25.76,25.7187,0.656355,0.77424,-6.17156,-6.02732,2,2.01817,-0.264707,-0.233786,-0.313047,-0.310044,0.75863,0.755231,-0.316887,-0.324489,0.351169,0.319011,0.0386536,0.0468953
12.89,10.0494,9.98102,1.06284,1.22253,25.78,25.7385,0.614112,0.734523,-6.17288,-6.03112,2,2.01902,-0.267823,-0.236117,-0.309507,-0.307842,0.759016,0.755711,-0.306184,-0.31484,0.356802,0.325357,0.038605,0.0468675
12.9,10.0554,9.98852,1.00111,1.16144,25.8,25.7583,0.571938,0.694818,-6.17373,-6.0346,2,2.01984,-0.27083,-0.238389,-0.305912,-0.305599,0.759402,0.756191,-0.295305,-0.305083,0.36203,0.331356,0.038555,0.0468365
12.91,10.0609,9.9956,0.939367,1.10029,25.82,25.778,0.529844,0.655124,-6.17411,-6.03776,2,2.02064,-0.273728,-0.240604,-0.302268,-0.303318,0.759787,0.756672,-0.284268,-0.295235,0.366845,0.337005,0.0385037,0.0468025
12.92,10.066,10.0023,0.877626,1.03912,25.84,25.7978,0.487842,0.615455,-6.17404,-6.0406,2,2.02141,-0.276515,-0.24276,-0.298577,-0.301,0.760172,0.757153,-0.273091,-0.285317,0.371243,0.342296,0.0384511,0.0467652
12.93,10.0706,10.0086,0.815887,0.977905,25.86,25.8175,0.445944,0.575813,-6.17351,-6.04313,2,2.02216,-0.27919,-0.244857,-0.294844,-0.298648,0.760556,0.757634,-0.261792,-0.275347,0.375217,0.347223,0.0383971,0.0467246
12.94,10.0749,10.0144,0.754157,0.916671,25.88,25.8372,0.404159,0.536212,-6.17253,-6.04534,2,2.02287,-0.281751,-0.246896,-0.291074,-0.296265,0.76094,0.758116,-0.25039,-0.265344,0.378763,0.351781,0.0383419,0.0466809
12.95,10.0787,10.0199,0.692438,0.855413,25.9,25.8569,0.362498,0.496653,-6.17111,-6.04726,2,2.02355,-0.284197,-0.248877,-0.287271,-0.293853,0.761323,0.758597,-0.238903,-0.255327,0.381877,0.355968,0.0382853,0.0466339
12.96,10.0821,10.025,0.630736,0.79414,25.92,25.8767,0.320972,0.457143,-6.16926,-6.04887,2,2.0242,-0.286529,-0.2508,-0.283438,-0.291414,0.761706,0.759077,-0.22735,-0.245315,0.384557,0.359778,0.0382274,0.0465837
12.97,10.0851,10.0296,0.569055,0.732853,25.94,25.8964,0.279591,0.417688,-6.16698,-6.05018,2,2.02482,-0.288744,-0.252665,-0.279581,-0.28895,0.762088,0.759558,-0.215748,-0.235324,0.386801,0.36321,0.0381682,0.0465303
12.98,10.0877,10.0339,0.507398,0.671568,25.96,25.9161,0.238363,0.3783,-6.16429,-6.05119,2,2.0254,-0.290844,-0.254473,-0.275703,-0.286464,0.762469,0.760037,-0.204117,-0.225373,0.388607,0.36626,0.0381077,0.0464736
12.99,10.0899,10.0377,0.44577,0.610277,25.98,25.9359,0.197298,0.338978,-6.16119,-6.05192,2,2.02595,-0.292826,-0.256224,-0.27181,-0.283958,0.76285,0.760516,-0.192475,-0.21548,0.389976,0.36893,0.038046,0.0464137
13,10.0917,10.0412,0.384176,0.54899,26,25.9556,0.156406,0.299731,-6.15769,-6.05236,2,2.02646,-0.294693,-0.257918,-0.267905,-0.281434,0.76323,0.760993,-0.18084,-0.205659,0.390907,0.371214,0.037983,0.0463506
13.01,10.093,10.0443,0.322618,0.487714,26.02,25.9754,0.115694,0.260563,-6.1538,-6.05252,2,2.02694,-0.296443,-0.259557,-0.263993,-0.278894,0.763609,0.761469,-0.169231,-0.195929,0.391402,0.373116,0.0379187,0.0462842
13.02,10.094,10.0469,0.261101,0.426449,26.04,25.9951,0.0751707,0.221482,-6.14952,-6.05241,2,2.02738,-0.298078,-0.261141,-0.260079,-0.276341,0.763988,0.761944,-0.157665,-0.186306,0.391464,0.374632,0.0378532,0.0462146
13.03,10.0945,10.0492,0.199629,0.365218,26.06,26.0149,0.034844,0.182499,-6.14488,-6.05202,2,2.02778,-0.299597,-0.26267,-0.256166,-0.273776,0.764367,0.762417,-0.14616,-0.176805,0.391094,0.375766,0.0377864,0.0461418
13.04,10.0947,10.0511,0.138205,0.304,26.08,26.0347,-0.00527878,0.143608,-6.13987,-6.05136,2,2.02814,-0.301001,-0.264145,-0.252258,-0.271202,0.764744,0.762889,-0.134734,-0.167439,0.390297,0.376518,0.0377183,0.0460659
13.05,10.0944,10.0526,0.0768325,0.242816,26.1,26.0545,-0.0451906,0.104821,-6.13451,-6.05044,2,2.02846,-0.302292,-0.265567,-0.248361,-0.268621,0.765121,0.763359,-0.123405,-0.158224,0.389077,0.37689,0.0376491,0.0459867
13.06,10.0938,10.0537,0.0155156,0.181664,26.12,26.0743,-0.0848849,0.0661395,-6.1288,-6.04926,2,2.02875,-0.30347,-0.266937,-0.244478,-0.266035,0.765497,0.763827,-0.11219,-0.149173,0.38744,0.376885,0.0375786,0.0459046
13.07,10.0927,10.0545,-0.0457425,0.120555,26.14,26.0941,-0.124355,0.0275709,-6.12277,-6.04782,2,2.02899,-0.304536,-0.268255,-0.240614,-0.263445,0.765872,0.764293,-0.101105,-0.140302,0.38539,0.376506,0.0375069,0.0458193
13.08,10.0913,10.0548,-0.106939,0.0594867,26.16,26.114,-0.163596,-0.0108831,-6.11641,-6.04614,2,2.0292,-0.305492,-0.269523,-0.236772,-0.260854,0.766247,0.764756,-0.0901665,-0.131618,0.382936,0.375756,0.0374339,0.045731
13.09,10.0895,10.0548,-0.16807,-0.00153838,26.18,26.1338,-0.202602,-0.0492188,-6.10974,-6.04421,2,2.02937,-0.30634,-0.270742,-0.232956,-0.258262,0.766621,0.765218,-0.0793916,-0.123136,0.380083,0.374639,0.0373598,0.0456397
13.1,10.0872,10.0544,-0.229132,-0.0625025,26.2,26.1537,-0.241368,-0.0874281,-6.10277,-6.04204,2,2.02949,-0.307081,-0.271912,-0.229171,-0.255673,0.766994,0.765677,-0.0687958,-0.114867,0.376841,0.373161,0.0372845,0.0455454
13.11,10.0846,10.0536,-0.290124,-0.123409,26.22,26.1736,-0.27989,-0.125509,-6.09551,-6.03963,2,2.02958,-0.307717,-0.273034,-0.225421,-0.253088,0.767367,0.766134,-0.0583944,-0.106821,0.373218,0.371327,0.037208,0.0454482
13.12,10.0816,10.0524,-0.351042,-0.184265,26.24,26.1935,-0.318163,-0.163463,-6.08796,-6.03698,2,2.02962,-0.308249,-0.27411,-0.221708,-0.250507,0.767738,0.766588,-0.0482024,-0.0990077,0.369222,0.369139,0.0371303,0.0453481
13.13,10.0783,10.0509,-0.411882,-0.245056,26.26,26.2135,-0.356183,-0.201284,-6.08015,-6.03411,2,2.02963,-0.308681,-0.27514,-0.218037,-0.247933,0.768109,0.767039,-0.0382342,-0.0914377,0.364864,0.366608,0.0370514,0.0452452
13.14,10.0745,10.049,-0.472644,-0.305782,26.28,26.2334,-0.393948,-0.238968,-6.07208,-6.03102,2,2.02959,-0.309015,-0.276127,-0.214412,-0.245367,0.76848,0.767488,-0.0285041,-0.0841142,0.360155,0.36374,0.0369714,0.0451395
13.15,10.0704,10.0467,-0.533323,-0.366428,26.3,26.2534,-0.431454,-0.276508,-6.06376,-6.02771,2,2.02952,-0.309252,-0.27707,-0.210836,-0.242811,0.768849,0.767934,-0.0190254,-0.0770528,0.355104,0.360539,0.0368902,0.0450311
13.16,10.0659,10.044,-0.593918,-0.42701,26.32,26.2734,-0.468699,-0.313914,-6.05521,-6.02417,2,2.0294,-0.309396,-0.277972,-0.207311,-0.240266,0.769217,0.768378,-0.00981135,-0.0702567,0.349725,0.357015,0.0368079,0.04492
13.17,10.061,10.041,-0.654427,-0.487513,26.34,26.2934,-0.505681,-0.351174,-6.04642,-6.02043,2,2.02925,-0.309449,-0.278832,-0.203842,-0.237732,0.769585,0.768818,-0.000874411,-0.0637293,0.344028,0.353177,0.0367244,0.0448064
13.18,10.0558,10.0377,-0.714846,-0.547943,26.36,26.3135,-0.542399,-0.388291,-6.03743,-6.01648,2,2.02906,-0.309415,-0.279654,-0.200432,-0.235213,0.769952,0.769256,0.00777342,-0.0574819,0.338026,0.349031,0.0366398,0.04469
13.19,10.0502,10.0339,-0.775174,-0.608283,26.38,26.3336,-0.578851,-0.425258,-6.02822,-6.01232,2,2.02883,-0.309295,-0.280437,-0.197083,-0.232708,0.770318,0.76969,0.0161207,-0.0515171,0.331732,0.344586,0.0365541,0.0445713
13.2,10.0442,10.0298,-0.83541,-0.668549,26.4,26.3536,-0.615036,-0.462081,-6.01883,-6.00797,2,2.02856,-0.309093,-0.281184,-0.193798,-0.230218,0.770683,0.770122,0.0241566,-0.0458398,0.325159,0.339854,0.0364673,0.0444501
13.21,10.0379,10.0254,-0.89555,-0.728727,26.42,26.3737,-0.650954,-0.498756,-6.00925,-6.00341,2,2.02826,-0.308813,-0.281895,-0.19058,-0.227744,0.771047,0.770551,0.0318708,-0.0404533,0.318322,0.334843,0.0363793,0.0443266
13.22,10.0312,10.0205,-0.955594,-0.788821,26.44,26.3939,-0.686606,-0.535281,-5.99949,-5.99866,2,2.02792,-0.308457,-0.282572,-0.187432,-0.225289,0.77141,0.770977,0.0392537,-0.0353603,0.311233,0.329559,0.0362903,0.0442007
13.23,10.0241,10.0154,-1.01554,-0.848819,26.46,26.414,-0.721991,-0.571653,-5.98957,-5.99373,2,2.02754,-0.308029,-0.283217,-0.184356,-0.222851,0.771773,0.7714,0.0462962,-0.0305679,0.303908,0.324019,0.0362001,0.0440726
13.24,10.0167,10.0099,-1.07539,-0.908732,26.48,26.4342,-0.757111,-0.607879,-5.9795,-5.9886,2,2.02713,-0.307532,-0.28383,-0.181355,-0.220433,0.772134,0.77182,0.0529898,-0.0260742,0.296362,0.318229,0.0361089,0.0439424
13.25,10.009,10.004,-1.13513,-0.968557,26.5,26.4544,-0.791966,-0.643955,-5.96929,-5.98329,2,2.02668,-0.30697,-0.284413,-0.17843,-0.218035,0.772495,0.772237,0.0593267,-0.0218822,0.288608,0.312203,0.0360166,0.0438099
13.26,10.0009,9.99775,-1.19477,-1.02829,26.52,26.4746,-0.826559,-0.679884,-5.95894,-5.9778,2,2.0262,-0.306347,-0.284968,-0.175583,-0.215658,0.772855,0.772651,0.0652998,-0.0179931,0.280663,0.305949,0.0359232,0.0436755
13.27,9.99247,9.99118,-1.25431,-1.08793,26.54,26.4948,-0.860891,-0.715662,-5.94847,-5.97213,2,2.02568,-0.305666,-0.285496,-0.172817,-0.213301,0.773214,0.773061,0.0709026,-0.0144067,0.272541,0.29948,0.0358287,0.0435392
13.28,9.98369,9.98425,-1.31374,-1.14747,26.56,26.515,-0.894966,-0.751289,-5.93789,-5.96629,2,2.02513,-0.30493,-0.285998,-0.170133,-0.210968,0.773571,0.773469,0.0761291,-0.0111251,0.26426,0.292809,0.0357332,0.0434008
13.29,9.97457,9.97698,-1.37306,-1.20693,26.58,26.5353,-0.928785,-0.786773,-5.9272,-5.96027,2,2.02456,-0.304144,-0.286476,-0.167532,-0.208656,0.773928,0.773874,0.0809742,-0.0081451,0.255833,0.285947,0.0356367,0.0432607
13.3,9.96511,9.96937,-1.43228,-1.26629,26.6,26.5556,-0.962352,-0.822113,-5.91641,-5.95408,2,2.02395,-0.303312,-0.286931,-0.165017,-0.206367,0.774284,0.774276,0.0854332,-0.00546838,0.247278,0.278905,0.0355391,0.0431189
13.31,9.95532,9.9614,-1.49139,-1.32556,26.62,26.5758,-0.995671,-0.857309,-5.90554,-5.94773,2,2.02331,-0.302437,-0.287365,-0.162587,-0.204102,0.774639,0.774674,0.0895023,-0.00309337,0.238611,0.271698,0.0354405,0.0429752
13.32,9.9452,9.9531,-1.55039,-1.38474,26.64,26.5961,-1.02874,-0.89236,-5.89459,-5.94121,2,2.02264,-0.301523,-0.28778,-0.160245,-0.201861,0.774993,0.77507,0.0931783,-0.00101627,0.229848,0.264336,0.0353409,0.0428299
13.33,9.93475,9.94445,-1.60928,-1.44383,26.66,26.6165,-1.06158,-0.927273,-5.88357,-5.93453,2,2.02195,-0.300575,-0.288176,-0.157991,-0.199643,0.775346,0.775462,0.0964585,0.000762694,0.221004,0.256834,0.0352403,0.0426832
13.34,9.92397,9.93546,-1.66806,-1.50282,26.68,26.6368,-1.09418,-0.96205,-5.87249,-5.92768,2,2.02122,-0.299595,-0.288556,-0.155825,-0.197451,0.775698,0.775852,0.0993412,0.00224673,0.212097,0.249203,0.0351386,0.0425349
13.35,9.91287,9.92612,-1.72673,-1.56173,26.7,26.6571,-1.12654,-0.996691,-5.86136,-5.92068,2,2.02048,-0.298589,-0.288921,-0.153749,-0.195283,0.776049,0.776239,0.101825,0.00343906,0.203143,0.241456,0.035036,0.0423852
13.36,9.90144,9.91645,-1.78529,-1.62055,26.72,26.6775,-1.15868,-1.0312,-5.85018,-5.91352,2,2.01971,-0.29756,-0.289271,-0.151762,-0.19314,0.776398,0.776622,0.103909,0.00434374,0.194157,0.233609,0.0349323,0.0422341
13.37,9.88969,9.90644,-1.84374,-1.67927,26.74,26.6978,-1.1906,-1.06557,-5.83896,-5.9062,2,2.01891,-0.296512,-0.28961,-0.149866,-0.191022,0.776747,0.777003,0.105595,0.00496315,0.185158,0.225675,0.0348277,0.0420817
13.38,9.87763,9.89609,-1.90207,-1.73791,26.76,26.7182,-1.22231,-1.09982,-5.82771,-5.89874,2,2.01809,-0.29545,-0.289938,-0.148059,-0.18893,0.777095,0.777381,0.106881,0.00530457,0.176159,0.217666,0.0347221,0.0419281
13.39,9.86525,9.8854,-1.96029,-1.79647,26.78,26.7385,-1.2538,-1.13394,-5.81644,-5.89111,2,2.01725,-0.294376,-0.290257,-0.146342,-0.186863,0.777442,0.777755,0.107771,0.00536703,0.167179,0.209595,0.0346156,0.0417734
13.4,9.85255,9.87438,-2.0184,-1.85493,26.8,26.7589,-1.2851,-1.16794,-5.80515,-5.88334,2,2.01639,-0.293295,-0.290569,-0.144715,-0.184822,0.777787,0.778127,0.108266,0.00516021,0.158233,0.201478,0.0345081,0.0416176
13.41,9.83955,9.86301,-2.07639,-1.91332,26.82,26.7793,-1.3162,-1.20183,-5.79384,-5.87542,2,2.01551,-0.292212,-0.290874,-0.143178,-0.182805,0.778132,0.778496,0.108368,0.00468623,0.149338,0.193327,0.0343996,0.0414608
13.42,9.82623,9.85131,-2.13428,-1.97162,26.84,26.7997,-1.3471,-1.2356,-5.78253,-5.86735,2,2.01462,-0.291129,-0.291174,-0.141728,-0.180815,0.778475,0.778862,0.108081,0.00395166,0.140508,0.185157,0.0342902,0.0413029
13.43,9.81261,9.83927,-2.19205,-2.02985,26.86,26.82,-1.37783,-1.26925,-5.77122,-5.85914,2,2.0137,-0.290052,-0.291471,-0.140367,-0.17885,0.778818,0.779224,0.10741,0.00296234,0.131759,0.176983,0.0341799,0.0411442
13.44,9.79867,9.8269,-2.2497,-2.08798,26.88,26.8404,-1.40838,-1.3028,-5.75992,-5.85078,2,2.01277,-0.288982,-0.291767,-0.139093,-0.176911,0.779159,0.779584,0.106358,0.00172507,0.123108,0.168817,0.0340687,0.0409848
13.45,9.78444,9.81419,-2.30724,-2.14605,26.9,26.8608,-1.43876,-1.33624,-5.74862,-5.84227,2,2.01183,-0.287926,-0.292062,-0.137905,-0.174996,0.779499,0.779941,0.104931,0.000242822,0.114569,0.160673,0.0339565,0.0408245
13.46,9.7699,9.80114,-2.36467,-2.20404,26.92,26.8812,-1.46899,-1.36959,-5.73733,-5.83362,2,2.01087,-0.286885,-0.292358,-0.136801,-0.173107,0.779838,0.780295,0.103135,-0.00147475,0.106158,0.152565,0.0338434,0.0406635
13.47,9.75506,9.78776,-2.42199,-2.26195,26.94,26.9015,-1.49906,-1.40283,-5.72607,-5.82483,2,2.0099,-0.285864,-0.292656,-0.135781,-0.171243,0.780176,0.780646,0.100977,-0.00342203,0.0978887,0.144509,0.0337294,0.0405019
13.48,9.73992,9.77404,-2.47919,-2.31979,26.96,26.9219,-1.52898,-1.43598,-5.71482,-5.8159,2,2.00892,-0.284867,-0.292959,-0.134843,-0.169404,0.780513,0.780994,0.0984622,-0.00559128,0.0897765,0.136518,0.0336146,0.0403397
13.49,9.72448,9.75999,-2.53629,-2.37755,26.98,26.9423,-1.55877,-1.46904,-5.7036,-5.80683,2,2.00793,-0.283896,-0.293266,-0.133985,-0.16759,0.780848,0.781339,0.0955996,-0.0079763,0.0818354,0.128605,0.0334988,0.0401771
13.5,9.70874,9.74561,-2.59327,-2.43525,27,26.9626,-1.58843,-1.50201,-5.6924,-5.79761,2,2.00693,-0.282956,-0.293581,-0.133205,-0.1658,0.781183,0.781682,0.092397,-0.0105707,0.0740794,0.120786,0.0333822,0.0400139
13.51,9.69271,9.73089,-2.65014,-2.49288,27.02,26.983,-1.61797,-1.53491,-5.68124,-5.78826,2,2.00593,-0.282049,-0.293903,-0.132503,-0.164034,0.781516,0.782021,0.088863,-0.0133625,0.0665221,0.113073,0.0332647,0.0398503
13.52,9.67638,9.71583,-2.70689,-2.55043,27.04,27.0033,-1.64739,-1.56772,-5.67011,-5.77877,2,2.00491,-0.28118,-0.294234,-0.131874,-0.162291,0.781848,0.782357,0.085007,-0.0163483,0.0591768,0.10548,0.0331464,0.0396865
13.53,9.65976,9.70044,-2.76354,-2.60791,27.06,27.0237,-1.67671,-1.60045,-5.65901,-5.76914,2,2.0039,-0.28035,-0.294576,-0.131318,-0.160573,0.782179,0.78269,0.0808386,-0.0195211,0.0520563,0.0980203,0.0330272,0.0395223
13.54,9.64285,9.68472,-2.82007,-2.66533,27.08,27.044,-1.70594,-1.63312,-5.64795,-5.75937,2,2.00288,-0.279564,-0.29493,-0.130832,-0.158877,0.782508,0.783021,0.0763681,-0.022867,0.0451733,0.0907099,0.0329071,0.0393579
13.55,9.62565,9.66866,-2.8765,-2.72268,27.1,27.0643,-1.73508,-1.66571,-5.63693,-5.74947,2,2.00185,-0.278824,-0.295296,-0.130414,-0.157205,0.782837,0.783348,0.0716061,-0.0263827,0.0385398,0.0835583,0.0327862,0.0391933
13.56,9.60815,9.65227,-2.93281,-2.77996,27.12,27.0846,-1.76414,-1.69824,-5.62594,-5.73943,2,2.00083,-0.278133,-0.295676,-0.130061,-0.155554,0.783164,0.783673,0.0665639,-0.0300585,0.0321676,0.0765828,0.0326645,0.0390286
13.57,9.59036,9.63554,-2.98902,-2.83717,27.14,27.1049,-1.79313,-1.7307,-5.61499,-5.72925,2,1.99981,-0.277493,-0.296072,-0.12977,-0.153926,0.78349,0.783994,0.061253,-0.0338837,0.0260679,0.0697938,0.032542,0.0388639
13.58,9.57229,9.61848,-3.04511,-2.89432,27.16,27.1251,-1.82206,-1.76311,-5.60408,-5.71894,2,1.99878,-0.276909,-0.296483,-0.129538,-0.152319,0.783815,0.784312,0.0556854,-0.037853,0.0202516,0.0632037,0.0324187,0.0386991
13.59,9.55392,9.60109,-3.1011,-2.95139,27.18,27.1454,-1.85094,-1.79546,-5.59321,-5.70849,2,1.99776,-0.276381,-0.296912,-0.129364,-0.150733,0.784139,0.784628,0.0498736,-0.0419538,0.014729,0.0568291,0.0322946,0.0385344
13.6,9.53527,9.58336,-3.15698,-3.00841,27.2,27.1656,-1.87977,-1.82776,-5.58238,-5.69791,2,1.99674,-0.275912,-0.29736,-0.129243,-0.149168,0.784461,0.78494,0.0438304,-0.04618,0.00951016,0.0506781,0.0321696,0.0383697
13.61,9.51633,9.56531,-3.21275,-3.06535,27.22,27.1858,-1.90856,-1.86001,-5.57158,-5.68719,2,1.99573,-0.275505,-0.297826,-0.129173,-0.147623,0.784782,0.78525,0.037569,-0.0505211,0.00460434,0.044764,0.0320439,0.0382052
13.62,9.4971,9.54692,-3.26841,-3.12222,27.24,27.206,-1.93733,-1.89221,-5.56081,-5.67634,2,1.99473,-0.275161,-0.298313,-0.12915,-0.146098,0.785102,0.785556,0.0311029,-0.054968,2.049e-05,0.0390995,0.0319174,0.0380407
13.63,9.47758,9.52819,-3.32396,-3.17902,27.26,27.2262,-1.96607,-1.92437,-5.55008,-5.66536,2,1.99373,-0.274883,-0.29882,-0.129171,-0.144591,0.78542,0.78586,0.024446,-0.0595108,-0.00423301,0.0336956,0.0317902,0.0378766
13.64,9.45778,9.50914,-3.37941,-3.23575,27.28,27.2463,-1.9948,-1.95648,-5.53938,-5.65424,2,1.99274,-0.274673,-0.29935,-0.129233,-0.143103,0.785738,0.78616,0.0176122,-0.0641429,-0.0081483,0.0285629,0.0316621,0.0377127
13.65,9.43768,9.48975,-3.43475,-3.29241,27.3,27.2664,-2.02353,-1.98855,-5.52871,-5.64299,2,1.99176,-0.274532,-0.299902,-0.129333,-0.141633,0.786053,0.786458,0.0106162,-0.0688536,-0.0117181,0.0237141,0.0315334,0.037549
13.66,9.41731,9.47004,-3.48998,-3.34899,27.32,27.2865,-2.05227,-2.02059,-5.51806,-5.6316,2,1.99079,-0.274461,-0.300477,-0.129466,-0.140179,0.786368,0.786752,0.00347242,-0.0736313,-0.0149356,0.0191583,0.0314038,0.0373858
13.67,9.39664,9.44999,-3.54511,-3.4055,27.34,27.3066,-2.08101,-2.05259,-5.50743,-5.62008,2,1.98983,-0.274463,-0.301076,-0.12963,-0.138743,0.786682,0.787043,-0.00380414,-0.0784698,-0.0177946,0.0149069,0.0312736,0.0372229
13.68,9.37569,9.42961,-3.60013,-3.46193,27.36,27.3266,-2.10978,-2.08456,-5.49682,-5.60843,2,1.98889,-0.274537,-0.3017,-0.129821,-0.137322,0.786994,0.787332,-0.0111984,-0.0833564,-0.0202895,0.0109685,0.0311426,0.0370602
13.69,9.35444,9.4089,-3.65505,-3.51827,27.38,27.3467,-2.13857,-2.11649,-5.48623,-5.59664,2,1.98796,-0.274687,-0.302348,-0.130035,-0.135916,0.787304,0.787618,-0.0186952,-0.0882818,-0.0224152,0.0073507,0.0310109,0.0368981
13.7,9.33291,9.38787,-3.70986,-3.57454,27.4,27.3667,-2.16739,-2.1484,-5.47564,-5.58472,2,1.98704,-0.274912,-0.303022,-0.130268,-0.134525,0.787614,0.7879,-0.026279,-0.0932405,-0.0241674,0.00406499,0.0308785,0.0367364
13.71,9.3111,9.36651,-3.76456,-3.63072,27.42,27.3866,-2.19626,-2.18027,-5.46506,-5.57267,2,1.98615,-0.275213,-0.303722,-0.130517,-0.133148,0.787922,0.78818,-0.0339344,-0.0982184,-0.0255421,0.00111903,0.0307454,0.0365753
13.72,9.28899,9.34482,-3.81916,-3.68681,27.44,27.4065,-2.22517,-2.21212,-5.45449,-5.56048,2,1.98527,-0.275591,-0.304448,-0.130778,-0.131783,0.788229,0.788457,-0.0416458,-0.10321,-0.026536,-0.00148015,0.0306116,0.0364146
13.73,9.26659,9.3228,-3.87365,-3.74281,27.46,27.4265,-2.25414,-2.24394,-5.4439,-5.54816,2,1.9844,-0.276046,-0.3052,-0.131046,-0.130431,0.788534,0.788731,-0.0493973,-0.108199,-0.0271467,-0.00372423,0.030477,0.0362544
13.74,9.24391,9.30046,-3.92804,-3.79871,27.48,27.4463,-2.28316,-2.27573,-5.43331,-5.5357,2,1.98356,-0.276579,-0.305979,-0.131319,-0.12909,0.788838,0.789002,-0.0571732,-0.113185,-0.0273719,-0.00560825,0.0303419,0.0360948
13.75,9.22093,9.27779,-3.98232,-3.85453,27.5,27.4662,-2.31226,-2.3075,-5.4227,-5.52311,2,1.98274,-0.277189,-0.306785,-0.131593,-0.127759,0.789141,0.78927,-0.0649579,-0.118151,-0.0272105,-0.00712468,0.030206,0.0359357
13.76,9.19766,9.2548,-4.03649,-3.91024,27.52,27.486,-2.34142,-2.33925,-5.41207,-5.51038,2,1.98194,-0.277878,-0.307618,-0.131862,-0.126438,0.789442,0.789535,-0.0727355,-0.123092,-0.0266615,-0.00827082,0.0300695,0.0357772
13.77,9.1741,9.23148,-4.09056,-3.96584,27.54,27.5058,-2.37067,-2.37097,-5.40142,-5.49752,2,1.98116,-0.278644,-0.308477,-0.132125,-0.125126,0.789742,0.789797,-0.0804902,-0.127998,-0.0257248,-0.00903742,0.0299323,0.0356192
13.78,9.15025,9.20785,-4.14452,-4.02133,27.56,27.5255,-2.4,-2.40266,-5.39072,-5.48453,2,1.98041,-0.279487,-0.309364,-0.132375,-0.123822,0.790041,0.790057,-0.0882064,-0.132857,-0.0244011,-0.00942494,0.0297945,0.035462
13.79,9.1261,9.18389,-4.19837,-4.07671,27.58,27.5452,-2.42941,-2.43434,-5.37999,-5.47139,2,1.97968,-0.280408,-0.310277,-0.132611,-0.122524,0.790338,0.790314,-0.0958685,-0.137662,-0.0226913,-0.00942521,0.029656,0.0353053
13.8,9.10166,9.15961,-4.25212,-4.13199,27.6,27.5649,-2.45892,-2.46599,-5.36921,-5.45812,2,1.97897,-0.281405,-0.311216,-0.132828,-0.121232,0.790634,0.790568,-0.103461,-0.142404,-0.0205973,-0.00903989,0.0295169,0.0351491
13.81,9.07692,9.13501,-4.30576,-4.18713,27.62,27.5846,-2.48852,-2.49761,-5.35837,-5.44471,2,1.97829,-0.282477,-0.312181,-0.133022,-0.119946,0.790929,0.79082,-0.110969,-0.147074,-0.0181216,-0.0082631,0.0293772,0.0349936
13.82,9.05189,9.11009,-4.35928,-4.24216,27.64,27.6042,-2.51823,-2.52922,-5.34747,-5.43116,2,1.97764,-0.283624,-0.313172,-0.133189,-0.118663,0.791222,0.79107,-0.118376,-0.151662,-0.0152672,-0.0070978,0.0292369,0.0348387
13.83,9.02656,9.08485,-4.4127,-4.29706,27.66,27.6239,-2.54804,-2.5608,-5.33651,-5.41747,2,1.97701,-0.284844,-0.314189,-0.133326,-0.117383,0.791513,0.791316,-0.125668,-0.15616,-0.0120378,-0.00554003,0.029096,0.0346844
13.84,9.00093,9.0593,-4.46601,-4.35182,27.68,27.6434,-2.57796,-2.59235,-5.32546,-5.40363,2,1.97642,-0.286136,-0.31523,-0.133429,-0.116105,0.791804,0.791561,-0.13283,-0.160561,-0.00843788,-0.00359093,0.0289544,0.0345306
13.85,8.975,9.03343,-4.51921,-4.40645,27.7,27.663,-2.60799,-2.62388,-5.31433,-5.38966,2,1.97585,-0.2875,-0.316295,-0.133494,-0.114828,0.792092,0.791803,-0.139848,-0.164855,-0.00447231,-0.00125249,0.0288123,0.0343774
13.86,8.94877,9.00725,-4.5723,-4.46094,27.72,27.6825,-2.63813,-2.65538,-5.3031,-5.37554,2,1.97531,-0.288933,-0.317384,-0.133517,-0.113551,0.79238,0.792043,-0.146707,-0.169033,-0.000146782,0.00147493,0.0286696,0.0342248
13.87,8.92223,8.98074,-4.62528,-4.51528,27.74,27.702,-2.66839,-2.68686,-5.29177,-5.36127,2,1.9748,-0.290434,-0.318495,-0.133495,-0.112272,0.792666,0.792281,-0.153393,-0.173086,0.00453243,0.00458683,0.0285263,0.0340727
13.88,8.8954,8.95393,-4.67814,-4.56948,27.76,27.7215,-2.69877,-2.71832,-5.28033,-5.34685,2,1.97432,-0.292,-0.319629,-0.133425,-0.11099,0.79295,0.792516,-0.159893,-0.177009,0.00955843,0.00808422,0.0283825,0.033921
13.89,8.86826,8.9268,-4.73088,-4.62353,27.78,27.7409,-2.72927,-2.74974,-5.26877,-5.33229,2,1.97387,-0.293631,-0.320783,-0.133303,-0.109704,0.793234,0.79275,-0.166193,-0.180793,0.0149237,0.0119561,0.028238,0.03377
