t,x_true,x_est,y_true,y_est,z_true,z_est,vx_true,vx_est,vy_true,vy_est,vz_true,vz_est,phi_true,phi_est,theta_true,theta_est,psi_true,psi_est,p_true,p_est,q_true,q_est,r_true,r_est
11.82,7.35019,7.20956,6.82994,6.96881,23.64,23.6131,3.94749,4.0565,-4.29486,-4.2666,2,2.0147,0.00166117,0.0115721,-0.292713,-0.321562,0.718003,0.710352,0.101863,0.0360634,0.0474085,0.0667838,0.0348446,0.0413612
11.83,7.38956,7.25003,6.78689,6.92583,23.66,23.6332,3.92539,4.03225,-4.31447,-4.28847,2,2.01361,0.00268252,0.0114177,-0.292288,-0.320561,0.718352,0.710832,0.10232,0.0375214,0.0376052,0.057755,0.0349735,0.0414892
11.84,7.4287,7.29028,6.74365,6.88256,23.68,23.6534,3.9034,4.00804,-4.33414,-4.31029,2,2.01253,0.00370586,0.0112551,-0.291961,-0.319607,0.718702,0.711316,0.102264,0.0385353,0.0277606,0.0486422,0.0351004,0.0416146
11.85,7.46762,7.3303,6.70021,6.839,23.7,23.6735,3.8815,3.98385,-4.35387,-4.33206,2,2.01145,0.00472608,0.011081,-0.291733,-0.318703,0.719054,0.711801,0.101695,0.039097,0.0178945,0.0394588,0.0352255,0.0417377
11.86,7.50633,7.37009,6.65657,6.79516,23.72,23.6936,3.8597,3.95968,-4.37368,-4.3538,2,2.01037,0.00573806,0.0108917,-0.291604,-0.317851,0.719407,0.712288,0.100615,0.0392038,0.00802651,0.030224,0.0353486,0.0418582
11.87,7.54482,7.40966,6.61274,6.75103,23.74,23.7136,3.83798,3.93552,-4.39356,-4.3755,2,2.00929,0.00673669,0.0106845,-0.291573,-0.317054,0.719761,0.712777,0.0990267,0.0388514,-0.00182348,0.0209514,0.0354698,0.0419765
11.88,7.58309,7.44901,6.5687,6.70661,23.76,23.7336,3.81633,3.91138,-4.41353,-4.39718,2,2.00821,0.00771691,0.010455,-0.29164,-0.316313,0.720116,0.713266,0.0969335,0.0380351,-0.0116358,0.0116563,0.0355891,0.0420923
11.89,7.62115,7.48813,6.52447,6.6619,23.78,23.7536,3.79474,3.88725,-4.43359,-4.41882,2,2.00713,0.00867369,0.0102006,-0.291805,-0.315629,0.720473,0.713756,0.0943396,0.0367566,-0.021391,0.00235632,0.0357066,0.0422056
11.9,7.65899,7.52702,6.48003,6.61692,23.8,23.7735,3.77321,3.86312,-4.45375,-4.44044,2,2.00606,0.00960205,0.00991789,-0.292068,-0.315004,0.72083,0.714246,0.0912502,0.0350121,-0.0310697,-0.00692925,0.0358221,0.0423166
11.91,7.69661,7.56568,6.43539,6.57164,23.82,23.7934,3.75172,3.839,-4.47401,-4.46204,2,2.00499,0.0104971,0.00960375,-0.292426,-0.31444,0.721189,0.714736,0.0876713,0.0328028,-0.0406526,-0.0161877,0.0359357,0.0424252
11.92,7.73402,7.60412,6.39055,6.52609,23.84,23.8133,3.73026,3.81487,-4.49437,-4.48362,2,2.00392,0.0113539,0.00925502,-0.29288,-0.313938,0.721549,0.715224,0.0836097,0.0301284,-0.050121,-0.0254001,0.0360475,0.0425315
11.93,7.77122,7.64232,6.3455,6.48025,23.86,23.8331,3.70883,3.79073,-4.51484,-4.50519,2,2.00286,0.0121677,0.00886892,-0.293428,-0.313498,0.72191,0.715712,0.0790731,0.0269923,-0.059456,-0.0345504,0.0361574,0.0426353
11.94,7.8082,7.68029,6.30025,6.43415,23.88,23.8529,3.68741,3.76659,-4.53542,-4.52674,2,2.0018,0.0129338,0.0084428,-0.294069,-0.313122,0.722272,0.716197,0.0740701,0.0233975,-0.0686393,-0.0436208,0.0362654,0.0427369
11.95,7.84496,7.71802,6.2548,6.38776,23.9,23.8727,3.666,3.74243,-4.55611,-4.54827,2,2.00075,0.0136475,0.00797346,-0.2948,-0.31281,0.722636,0.716681,0.0686099,0.0193458,-0.077653,-0.0525963,0.0363715,0.0428363
11.96,7.88152,7.75552,6.20913,6.34111,23.92,23.8925,3.64458,3.71825,-4.57692,-4.5698,2,1.99971,0.0143045,0.0074585,-0.295621,-0.312562,0.723,0.717163,0.0627026,0.0148477,-0.0864794,-0.0614605,0.0364757,0.0429334
11.97,7.91786,7.79278,6.16326,6.2942,23.94,23.9122,3.62313,3.69404,-4.59784,-4.5913,2,1.99868,0.0149001,0.00689537,-0.296529,-0.312379,0.723365,0.717643,0.0563592,0.00990583,-0.0951013,-0.0701941,0.0365781,0.0430282
11.98,7.95398,7.8298,6.11717,6.24702,23.96,23.9319,3.60166,3.66981,-4.61889,-4.6128,2,1.99765,0.0154302,0.00628168,-0.297523,-0.312261,0.723731,0.718119,0.0495911,0.00452973,-0.103502,-0.0787824,0.0366786,0.0431208
11.99,7.98989,7.86658,6.07088,6.19958,23.98,23.9515,3.58015,3.64554,-4.64005,-4.63428,2,1.99664,0.0158906,0.00561488,-0.298599,-0.312207,0.724099,0.718593,0.0424108,-0.00127195,-0.111665,-0.0872085,0.0367772,0.0432113
12,8.02558,7.90311,6.02437,6.1519,24,23.9712,3.55858,3.62123,-4.66134,-4.65575,2,1.99564,0.0162771,0.00489303,-0.299755,-0.312217,0.724467,0.719063,0.0348313,-0.00748943,-0.119575,-0.0954569,0.036874,0.0432995
12.01,8.06106,7.9394,5.97765,6.10396,24.02,23.9908,3.53695,3.59687,-4.68274,-4.6772,2,1.99465,0.0165859,0.00411438,-0.300989,-0.312291,0.724836,0.71953,0.0268662,-0.0141116,-0.127216,-0.103511,0.0369689,0.0433858
12.02,8.09632,7.97544,5.93072,6.05578,24.04,24.0104,3.51524,3.57247,-4.70427,-4.69864,2,1.99367,0.0168132,0.00327652,-0.302298,-0.312428,0.725206,0.719994,0.01853,-0.0211273,-0.134574,-0.111356,0.0370619,0.0434699
12.03,8.13136,8.01122,5.88357,6.00736,24.06,24.0299,3.49345,3.54801,-4.72591,-4.72006,2,1.99271,0.0169553,0.00237831,-0.30368,-0.312625,0.725577,0.720454,0.00983742,-0.0285184,-0.141634,-0.118975,0.0371531,0.0435519
12.04,8.16619,8.04675,5.8362,5.9587,24.08,24.0495,3.47155,3.52348,-4.74768,-4.74146,2,1.99177,0.0170088,0.00141767,-0.30513,-0.312884,0.725949,0.72091,0.000804164,-0.0362787,-0.148384,-0.126354,0.0372425,0.0436321
12.05,8.20079,8.08203,5.78861,5.90982,24.1,24.069,3.44955,3.49888,-4.76955,-4.76285,2,1.99084,0.0169703,0.000393102,-0.306646,-0.313202,0.726322,0.721363,-0.00855373,-0.0443873,-0.154809,-0.133476,0.03733,0.0437104
12.06,8.23518,8.11704,5.74081,5.86071,24.12,24.0885,3.42743,3.47421,-4.79154,-4.7842,2,1.98994,0.0168367,-0.000696672,-0.308225,-0.313578,0.726696,0.721811,-0.0182196,-0.0528295,-0.160899,-0.140329,0.0374157,0.0437866
12.07,8.26934,8.15179,5.69278,5.81139,24.14,24.108,3.40517,3.44946,-4.81364,-4.80553,2,1.98905,0.016605,-0.00185286,-0.309863,-0.314009,0.72707,0.722256,-0.0281765,-0.0615909,-0.166641,-0.146897,0.0374995,0.0438612
12.08,8.30328,8.18629,5.64453,5.76185,24.16,24.1274,3.38276,3.42462,-4.83585,-4.82683,2,1.98819,0.0162723,-0.00307675,-0.311557,-0.314494,0.727446,0.722696,-0.0384067,-0.0706494,-0.172024,-0.153167,0.0375815,0.0439339
12.09,8.337,8.22052,5.59606,5.7121,24.18,24.1469,3.3602,3.39968,-4.85816,-4.8481,2,1.98734,0.015836,-0.0043689,-0.313302,-0.315032,0.727822,0.723133,-0.0488923,-0.0799893,-0.177039,-0.159126,0.0376617,0.0440049
12.1,8.37049,8.25448,5.54737,5.66214,24.2,24.1663,3.33747,3.37465,-4.88058,-4.86933,2,1.98653,0.0152937,-0.00573079,-0.315096,-0.31562,0.728199,0.723565,-0.059615,-0.0895916,-0.181675,-0.164761,0.03774,0.0440743
12.11,8.40375,8.28817,5.49845,5.612,24.22,24.1857,3.31457,3.3495,-4.90308,-4.89052,2,1.98574,0.014643,-0.0071623,-0.316935,-0.316255,0.728577,0.723994,-0.0705559,-0.0994356,-0.185925,-0.17006,0.0378166,0.0441421
12.12,8.43678,8.3216,5.44931,5.56165,24.24,24.2051,3.29147,3.32424,-4.92568,-4.91167,2,1.98497,0.0138819,-0.00866489,-0.318813,-0.316936,0.728955,0.724418,-0.0816962,-0.109506,-0.189779,-0.175011,0.0378913,0.0442085
12.13,8.46958,8.35475,5.39994,5.5111,24.26,24.2245,3.26817,3.29885,-4.94835,-4.93278,2,1.98423,0.0130084,-0.0102385,-0.320729,-0.31766,0.729335,0.724839,-0.0930164,-0.119779,-0.19323,-0.179601,0.0379642,0.0442732
12.14,8.50214,8.38763,5.35034,5.46038,24.28,24.2439,3.24466,3.27333,-4.97111,-4.95383,2,1.98353,0.012021,-0.0118837,-0.322677,-0.318423,0.729715,0.725256,-0.104497,-0.130232,-0.196273,-0.183822,0.0380353,0.0443368
12.15,8.53447,8.42023,5.30052,5.40947,24.3,24.2633,3.22093,3.24767,-4.99394,-4.97482,2,1.98285,0.010918,-0.0136004,-0.324653,-0.319225,0.730095,0.725669,-0.116118,-0.140845,-0.1989,-0.187666,0.0381046,0.0443989
12.16,8.56656,8.45256,5.25046,5.35838,24.32,24.2827,3.19696,3.22187,-5.01683,-4.99576,2,1.9822,0.00969824,-0.0153891,-0.326653,-0.320061,0.730477,0.726079,-0.127861,-0.151601,-0.201107,-0.191117,0.0381721,0.0444598
12.17,8.59841,8.4846,5.20018,5.30712,24.34,24.3021,3.17275,3.19591,-5.03978,-5.01664,2,1.98159,0.00836049,-0.0172496,-0.328674,-0.320929,0.730859,0.726485,-0.139703,-0.162477,-0.202889,-0.194171,0.0382378,0.0445196
12.18,8.63001,8.51638,5.14967,5.25569,24.36,24.3214,3.14829,3.16979,-5.06279,-5.03745,2,1.98101,0.0069039,-0.0191817,-0.33071,-0.321826,0.731242,0.726888,-0.151626,-0.173447,-0.204242,-0.196821,0.0383017,0.0445783
12.19,8.66137,8.54787,5.09892,5.20409,24.38,24.3408,3.12357,3.1435,-5.08583,-5.05818,2,1.98046,0.00532776,-0.021185,-0.332757,-0.322749,0.731625,0.727287,-0.16361,-0.184492,-0.205165,-0.199058,0.0383639,0.0446359
12.2,8.69248,8.57908,5.04795,5.15232,24.4,24.3602,3.09857,3.11703,-5.10891,-5.07883,2,1.97995,0.00363158,-0.0232594,-0.334811,-0.323695,0.732009,0.727683,-0.175633,-0.195596,-0.205653,-0.200876,0.0384242,0.0446926
12.21,8.72334,8.61001,4.99674,5.1004,24.42,24.3796,3.0733,3.09038,-5.13201,-5.09941,2,1.97947,0.00181504,-0.0254047,-0.336869,-0.324662,0.732393,0.728076,-0.187676,-0.206731,-0.205706,-0.202269,0.0384828,0.0447484
12.22,8.75395,8.64066,4.94531,5.0483,24.44,24.399,3.04773,3.06353,-5.15513,-5.1199,2,1.97904,-0.000121945,-0.02762,-0.338924,-0.325645,0.732778,0.728466,-0.199718,-0.21788,-0.205322,-0.203232,0.0385396,0.0448034
12.23,8.7843,8.67102,4.89364,4.99606,24.46,24.4185,3.02186,3.03649,-5.17826,-5.1403,2,1.97863,-0.00217926,-0.0299043,-0.340974,-0.326643,0.733164,0.728853,-0.21174,-0.229018,-0.204502,-0.203762,0.0385947,0.0448576
12.24,8.81438,8.70111,4.84174,4.94366,24.48,24.4379,2.99569,3.00925,-5.20138,-5.16061,2,1.97827,-0.00435661,-0.0322573,-0.343013,-0.327651,0.73355,0.729238,-0.223721,-0.240131,-0.203246,-0.203854,0.0386479,0.0449113
12.25,8.84421,8.73091,4.78961,4.8911,24.5,24.4574,2.96921,2.98178,-5.22449,-5.18081,2,1.97795,-0.00665348,-0.034678,-0.345037,-0.328667,0.733937,0.72962,-0.235641,-0.251191,-0.201555,-0.203508,0.0386995,0.0449642
12.26,8.87377,8.76043,4.73725,4.83838,24.52,24.4769,2.9424,2.9541,-5.24758,-5.20091,2,1.97766,-0.00906916,-0.0371654,-0.347042,-0.329688,0.734324,0.73,-0.24748,-0.262184,-0.199432,-0.202722,0.0387493,0.0450166
12.27,8.90305,8.78966,4.68466,4.78552,24.54,24.4964,2.91526,2.92619,-5.27063,-5.2209,2,1.97742,-0.0116028,-0.039718,-0.349024,-0.330711,0.734712,0.730378,-0.25922,-0.273088,-0.196878,-0.201493,0.0387973,0.0450685
12.28,8.93207,8.81861,4.63184,4.73251,24.56,24.5159,2.88779,2.89806,-5.29364,-5.24078,2,1.97721,-0.0142532,-0.0423347,-0.350978,-0.331732,0.7351,0.730754,-0.27084,-0.283884,-0.193897,-0.199823,0.0388436,0.04512
12.29,8.96081,8.84728,4.57879,4.67934,24.58,24.5355,2.85998,2.86968,-5.3166,-5.26053,2,1.97705,-0.0170191,-0.0450148,-0.352901,-0.332749,0.735489,0.731128,-0.282321,-0.294554,-0.190493,-0.197713,0.0388881,0.045171
12.3,8.98927,8.87566,4.52551,4.62603,24.6,24.555,2.83182,2.84106,-5.33949,-5.28017,2,1.97692,-0.019899,-0.0477561,-0.354787,-0.333758,0.735878,0.7315,-0.293644,-0.305077,-0.186669,-0.195164,0.038931,0.0452218
12.31,9.01744,8.90376,4.472,4.57256,24.62,24.5747,2.8033,2.81219,-5.3623,-5.29967,2,1.97684,-0.0228914,-0.050558,-0.356633,-0.334758,0.736268,0.731871,-0.304792,-0.315439,-0.182432,-0.192178,0.0389721,0.0452722
12.32,9.04533,8.93157,4.41826,4.51895,24.64,24.5943,2.77443,2.78306,-5.38502,-5.31904,2,1.97679,-0.0259942,-0.0534179,-0.358434,-0.335744,0.736657,0.73224,-0.315746,-0.32562,-0.177787,-0.18876,0.0390115,0.0453223
12.33,9.07293,8.9591,4.3643,4.46519,24.66,24.614,2.7452,2.75368,-5.40764,-5.33827,2,1.97679,-0.0292056,-0.0563347,-0.360187,-0.336714,0.737048,0.732608,-0.326488,-0.335603,-0.172741,-0.184915,0.0390491,0.0453722
12.34,9.10024,8.98635,4.31011,4.41128,24.68,24.6337,2.7156,2.72403,-5.43014,-5.35735,2,1.97683,-0.0325232,-0.0593065,-0.361888,-0.337665,0.737438,0.732976,-0.337,-0.345372,-0.167299,-0.180647,0.0390851,0.0454219
12.35,9.12724,9.0133,4.2557,4.35721,24.7,24.6534,2.68563,2.69412,-5.45252,-5.37629,2,1.97691,-0.0359448,-0.0623315,-0.363532,-0.338595,0.737829,0.733342,-0.347266,-0.354912,-0.16147,-0.175962,0.0391193,0.0454714
12.36,9.15395,9.03997,4.20106,4.30301,24.72,24.6732,2.65529,2.66394,-5.47476,-5.39506,2,1.97703,-0.0394677,-0.0654071,-0.365116,-0.339499,0.738221,0.733708,-0.357269,-0.364205,-0.155262,-0.170868,0.0391519,0.0455207
12.37,9.18035,9.06635,4.1462,4.24864,24.74,24.693,2.62458,2.63348,-5.49685,-5.41369,2,1.97719,-0.0430892,-0.0685324,-0.366636,-0.340377,0.738612,0.734073,-0.366993,-0.373239,-0.148683,-0.165371,0.0391828,0.04557
12.38,9.20644,9.09244,4.09113,4.19413,24.76,24.7129,2.59348,2.60275,-5.51878,-5.43214,2,1.97738,-0.0468065,-0.0717042,-0.368088,-0.341225,0.739004,0.734438,-0.376422,-0.381997,-0.141743,-0.15948,0.0392119,0.045619
12.39,9.23222,9.11825,4.03583,4.13947,24.78,24.7328,2.56201,2.57174,-5.54053,-5.45043,2,1.97762,-0.0506166,-0.0749211,-0.36947,-0.342041,0.739397,0.734803,-0.385541,-0.390465,-0.13445,-0.153204,0.0392394,0.0456679
12.4,9.25768,9.14375,3.98031,4.08466,24.8,24.7527,2.53016,2.54045,-5.5621,-5.46853,2,1.9779,-0.0545163,-0.0781801,-0.370776,-0.342822,0.739789,0.735168,-0.394336,-0.398633,-0.126816,-0.146555,0.0392652,0.0457167
12.41,9.28282,9.16897,3.92459,4.02969,24.82,24.7727,2.49793,2.50888,-5.58346,-5.48645,2,1.97822,-0.0585022,-0.0814794,-0.372005,-0.343565,0.740182,0.735533,-0.402792,-0.406481,-0.118851,-0.13954,0.0392894,0.0457652
12.42,9.30763,9.1939,3.86865,3.97457,24.84,24.7926,2.46532,2.47703,-5.60462,-5.50419,2,1.97857,-0.062571,-0.0848164,-0.373152,-0.344269,0.740575,0.735899,-0.410897,-0.414004,-0.110567,-0.132172,0.0393119,0.0458136
12.43,9.33212,9.21853,3.8125,3.91929,24.86,24.8127,2.43233,2.4449,-5.62554,-5.52174,2,1.97896,-0.0667189,-0.0881883,-0.374215,-0.344931,0.740968,0.736265,-0.418636,-0.421187,-0.101974,-0.124465,0.0393327,0.0458618
12.44,9.35628,9.24286,3.75614,3.86387,24.88,24.8327,2.39897,2.4125,-5.64623,-5.53908,2,1.97939,-0.0709424,-0.0915928,-0.375191,-0.345548,0.741362,0.736632,-0.425999,-0.428017,-0.093086,-0.116429,0.0393519,0.0459099
12.45,9.3801,9.26689,3.69957,3.80829,24.9,24.8528,2.36522,2.3798,-5.66667,-5.55622,2,1.97985,-0.0752376,-0.0950275,-0.376076,-0.346118,0.741755,0.737,-0.432972,-0.434484,-0.0839146,-0.108079,0.0393694,0.0459576
12.46,9.40358,9.29062,3.6428,3.75255,24.92,24.873,2.3311,2.34683,-5.68684,-5.57315,2,1.98035,-0.0796005,-0.0984894,-0.376868,-0.34664,0.742149,0.737369,-0.439546,-0.440578,-0.0744732,-0.099426,0.0393853,0.0460051
12.47,9.42672,9.31405,3.58584,3.69665,24.94,24.8931,2.29661,2.31358,-5.70674,-5.58986,2,1.98089,-0.0840272,-0.101977,-0.377564,-0.347111,0.742543,0.737739,-0.445709,-0.446289,-0.0647753,-0.0904866,0.0393995,0.0460523
12.48,9.44951,9.33716,3.52867,3.64061,24.96,24.9133,2.26176,2.28007,-5.72635,-5.60635,2,1.98145,-0.0885133,-0.105485,-0.378163,-0.347529,0.742937,0.738111,-0.451452,-0.451608,-0.0548351,-0.0812758,0.0394121,0.0460991
12.49,9.47196,9.35997,3.47131,3.58441,24.98,24.9335,2.22654,2.24627,-5.74567,-5.62261,2,1.98205,-0.0930548,-0.109012,-0.37866,-0.347891,0.743331,0.738484,-0.456767,-0.456526,-0.0446668,-0.0718072,0.0394231,0.0461456
12.5,9.49404,9.38247,3.41376,3.52805,25,24.9537,2.19095,2.21221,-5.76467,-5.63864,2,1.98269,-0.0976472,-0.112556,-0.379055,-0.348197,0.743725,0.738859,-0.461644,-0.461032,-0.0342852,-0.0620977,0.0394325,0.0461915
12.51,9.51577,9.40465,3.35602,3.47153,25.02,24.974,2.15502,2.17787,-5.78335,-5.65443,2,1.98335,-0.102286,-0.116114,-0.379345,-0.348445,0.74412,0.739236,-0.466076,-0.465126,-0.0237056,-0.0521625,0.0394403,0.046237
12.52,9.53714,9.42651,3.29809,3.41486,25.04,24.9943,2.11873,2.14328,-5.80169,-5.66997,2,1.98405,-0.106967,-0.119682,-0.379529,-0.348633,0.744514,0.739616,-0.470056,-0.468796,-0.0129435,-0.0420181,0.0394464,0.0462818
12.53,9.55815,9.44805,3.23998,3.35804,25.06,25.0145,2.0821,2.10843,-5.81969,-5.68525,2,1.98477,-0.111686,-0.123257,-0.379604,-0.348758,0.744909,0.739997,-0.473578,-0.472035,-0.00201472,-0.0316825,0.039451,0.0463261
12.54,9.57878,9.46927,3.1817,3.30105,25.08,25.0348,2.04513,2.07332,-5.83734,-5.70028,2,1.98552,-0.116437,-0.126838,-0.379569,-0.348821,0.745303,0.740381,-0.476637,-0.474838,0.00906444,-0.0211713,0.039454,0.0463696
12.55,9.59905,9.49015,3.12324,3.24391,25.1,25.0552,2.00783,2.03796,-5.85461,-5.71505,2,1.9863,-0.121217,-0.130421,-0.379422,-0.348819,0.745698,0.740767,-0.479227,-0.477202,0.0202775,-0.0104998,0.0394553,0.0464125
12.56,9.61894,9.51071,3.06461,3.18663,25.12,25.0755,1.9702,2.00235,-5.87151,-5.72955,2,1.9871,-0.12602,-0.134003,-0.379163,-0.34875,0.746092,0.741156,-0.481346,-0.47912,0.0316076,0.000310019,0.0394551,0.0464544
12.57,9.63845,9.53093,3.00581,3.12919,25.14,25.0958,1.93226,1.96651,-5.88802,-5.74377,2,1.98793,-0.130842,-0.137581,-0.37879,-0.348614,0.746487,0.741548,-0.48299,-0.480589,0.0430377,0.0112425,0.0394534,0.0464955
12.58,9.65758,9.55081,2.94685,3.07159,25.16,25.1161,1.89401,1.93043,-5.90414,-5.75771,2,1.98878,-0.135678,-0.141153,-0.378302,-0.34841,0.746881,0.741942,-0.484156,-0.48161,0.0545505,0.0222821,0.03945,0.0465356
12.59,9.67633,9.57034,2.88773,3.01384,25.18,25.1365,1.85546,1.89412,-5.91984,-5.77137,2,1.98966,-0.140524,-0.144716,-0.377698,-0.348137,0.747276,0.74234,-0.484843,-0.482177,0.0661284,0.0334102,0.0394451,0.0465746
12.6,9.69469,9.58953,2.82845,2.95594,25.2,25.1568,1.81662,1.8576,-5.93514,-5.78473,2,1.99055,-0.145374,-0.148267,-0.376979,-0.347793,0.74767,0.74274,-0.48505,-0.482292,0.0777537,0.0446069,0.0394386,0.0466126
12.61,9.71266,9.60837,2.76903,2.8979,25.22,25.1771,1.7775,1.82085,-5.95,-5.7978,2,1.99147,-0.150223,-0.151802,-0.376143,-0.347378,0.748065,0.743144,-0.484778,-0.481952,0.0894086,0.0558547,0.0394306,0.0466492
12.62,9.73024,9.62685,2.70945,2.83971,25.24,25.1974,1.7381,1.7839,-5.96444,-5.81057,2,1.9924,-0.155068,-0.155321,-0.375191,-0.346892,0.748459,0.743551,-0.484027,-0.481158,0.101075,0.0671383,0.0394211,0.0466847
12.63,9.74742,9.64498,2.64974,2.78136,25.26,25.2177,1.69845,1.74674,-5.97843,-5.82304,2,1.99335,-0.159902,-0.15882,-0.374122,-0.346333,0.748853,0.743961,-0.482798,-0.479913,0.112735,0.0784394,0.03941,0.0467187
12.64,9.76421,9.66275,2.58989,2.72288,25.28,25.238,1.65854,1.70939,-5.99198,-5.83519,2,1.99431,-0.164722,-0.162296,-0.372936,-0.345702,0.749247,0.744375,-0.481094,-0.478218,0.12437,0.0897385,0.0393974,0.0467513
12.65,9.78059,9.68015,2.5299,2.66426,25.3,25.2583,1.61839,1.67185,-6.00507,-5.84703,2,1.99529,-0.169522,-0.165748,-0.371634,-0.344999,0.749641,0.744792,-0.478919,-0.476079,0.135962,0.101019,0.0393832,0.0467824
12.66,9.79658,9.69718,2.46979,2.6055,25.32,25.2786,1.57802,1.63413,-6.0177,-5.85855,2,1.99629,-0.174299,-0.169172,-0.370217,-0.344222,0.750035,0.745212,-0.476275,-0.473496,0.147493,0.112264,0.0393676,0.0468118
12.67,9.81215,9.71384,2.40955,2.54659,25.34,25.2988,1.53742,1.59623,-6.02986,-5.86975,2,1.99729,-0.179046,-0.172567,-0.368685,-0.343372,0.750428,0.745637,-0.473169,-0.470478,0.158944,0.123456,0.0393504,0.0468396
12.68,9.82732,9.73012,2.34919,2.48755,25.36,25.3191,1.49662,1.55817,-6.04155,-5.88062,2,1.9983,-0.183761,-0.175929,-0.367039,-0.342449,0.750822,0.746064,-0.469604,-0.467029,0.170298,0.134578,0.0393318,0.0468655
12.69,9.84208,9.74603,2.28872,2.42839,25.38,25.3393,1.45562,1.51995,-6.05276,-5.89117,2,1.99933,-0.188437,-0.179257,-0.365279,-0.341454,0.751215,0.746495,-0.465589,-0.463155,0.181537,0.145611,0.0393116,0.0468896
12.7,9.85644,9.76155,2.22814,2.36909,25.4,25.3595,1.41444,1.48158,-6.06348,-5.90139,2,2.00035,-0.193071,-0.18255,-0.363408,-0.340387,0.751608,0.746929,-0.461129,-0.458867,0.192642,0.156543,0.0392899,0.0469119
12.71,9.87037,9.77669,2.16745,2.30967,25.42,25.3796,1.37309,1.44306,-6.07372,-5.91127,2,2.00139,-0.197658,-0.185804,-0.361427,-0.339248,0.752001,0.747367,-0.456232,-0.45417,0.203596,0.167355,0.0392668,0.046932
12.72,9.8839,9.79144,2.10667,2.25012,25.44,25.3998,1.33158,1.40441,-6.08347,-5.92081,2,2.00242,-0.202194,-0.189018,-0.359337,-0.338038,0.752393,0.747807,-0.450907,-0.449076,0.214381,0.178032,0.0392422,0.0469499
12.73,9.897,9.8058,2.04578,2.19046,25.46,25.4199,1.28993,1.36564,-6.09272,-5.93002,2,2.00346,-0.206675,-0.192189,-0.35714,-0.336758,0.752786,0.748252,-0.445162,-0.443597,0.224981,0.188556,0.0392161,0.0469658
12.74,9.90969,9.81977,1.98481,2.13067,25.48,25.44,1.24814,1.32675,-6.10148,-5.93889,2,2.0045,-0.211096,-0.195317,-0.354838,-0.335409,0.753178,0.748699,-0.439009,-0.437742,0.235377,0.198916,0.0391886,0.0469794
12.75,9.92197,9.83334,1.92376,2.07077,25.5,25.46,1.20623,1.28774,-6.10973,-5.94742,2,2.00554,-0.215454,-0.1984,-0.352433,-0.333992,0.753569,0.74915,-0.432457,-0.431524,0.245555,0.209094,0.0391596,0.0469906
12.76,9.93382,9.84651,1.86262,2.01076,25.52,25.4801,1.16422,1.24863,-6.11749,-5.95561,2,2.00657,-0.219744,-0.201436,-0.349928,-0.332507,0.753961,0.749603,-0.425517,-0.424954,0.255496,0.219077,0.0391292,0.0469995
12.77,9.94525,9.85929,1.80141,1.95065,25.54,25.5001,1.12211,1.20942,-6.12474,-5.96346,2,2.0076,-0.223963,-0.204424,-0.347324,-0.330957,0.754352,0.75006,-0.418202,-0.41805,0.265187,0.228851,0.0390973,0.0470059
12.78,9.95626,9.87167,1.74013,1.89044,25.56,25.5201,1.07992,1.17014,-6.13149,-5.97096,2,2.00863,-0.228107,-0.207362,-0.344625,-0.329343,0.754743,0.750519,-0.410524,-0.410825,0.27461,0.2384,0.039064,0.0470098
12.79,9.96685,9.88364,1.67878,1.83012,25.58,25.54,1.03766,1.13077,-6.13774,-5.97812,2,2.00964,-0.232172,-0.210249,-0.341833,-0.327667,0.755133,0.750981,-0.402495,-0.40329,0.283752,0.247715,0.0390292,0.047011
12.8,9.97701,9.89521,1.61737,1.76971,25.6,25.56,0.995342,1.09133,-6.14348,-5.98494,2,2.01065,-0.236155,-0.213084,-0.338951,-0.325928,0.755523,0.751445,-0.39413,-0.395467,0.292598,0.25678,0.0389931,0.0470096
12.81,9.98676,9.90637,1.55591,1.70921,25.62,25.5799,0.952984,1.05183,-6.14873,-5.99142,2,2.01164,-0.240054,-0.215866,-0.335982,-0.324131,0.755913,0.751912,-0.385442,-0.38737,0.301133,0.265586,0.0389555,0.0470055
12.82,9.99607,9.91713,1.4944,1.64863,25.64,25.5998,0.910596,1.01227,-6.15347,-5.99755,2,2.01263,-0.243863,-0.218594,-0.332929,-0.322276,0.756303,0.752381,-0.376447,-0.379015,0.309346,0.274117,0.0389165,0.0469984
12.83,10.005,9.92748,1.43284,1.58797,25.66,25.6197,0.868191,0.97267,-6.15771,-6.00335,2,2.0136,-0.247582,-0.221267,-0.329796,-0.320365,0.756691,0.752852,-0.367158,-0.37042,0.317222,0.282367,0.0388762,0.0469887
12.84,10.0134,9.93743,1.37125,1.52723,25.68,25.6395,0.825782,0.933029,-6.16146,-6.00881,2,2.01455,-0.251206,-0.223884,-0.326586,-0.3184,0.75708,0.753325,-0.357593,-0.361602,0.324751,0.290322,0.0388344,0.046976
12.85,10.0215,9.94696,1.30962,1.46641,25.7,25.6593,0.783382,0.893356,-6.16472,-6.01394,2,2.01548,-0.254733,-0.226445,-0.323302,-0.316383,0.757468,0.753799,-0.347767,-0.352584,0.33192,0.297974,0.0387912,0.0469603
12.86,10.0291,9.95609,1.24796,1.40553,25.72,25.6792,0.741003,0.853665,-6.16748,-6.01873,2,2.0164,-0.25816,-0.228949,-0.319949,-0.314317,0.757856,0.754275,-0.337696,-0.343379,0.338719,0.305311,0.0387467,0.0469417
