t,x_true,x_est,y_true,y_est,z_true,z_est,vx_true,vx_est,vy_true,vy_est,vz_true,vz_est,phi_true,phi_est,theta_true,theta_est,psi_true,psi_est,p_true,p_est,q_true,q_est,r_true,r_est,x_noisy,y_noisy,z_noisy,phi_noisy,theta_noisy,psi_noisy
24.11,8.14762,8.13356,4.74561,4.75901,2.08183,2.08693,1.7423,1.74626,-1.00971,-0.998744,-0.243992,-0.242306,0.0694942,0.0646139,-0.175087,-0.178108,0.7853,0.78097,-0.0368087,-0.0336214,0.0147182,0.0205203,-3.67536e-07,0.00128536,8.14762,4.74561,2.08183,0.0694942,-0.175087,0.7853
24.12,8.165,8.15101,4.73543,4.74904,2.07939,2.08444,1.73496,1.73896,-1.02678,-1.0159,-0.244515,-0.242826,0.0691242,0.0642459,-0.174938,-0.177954,0.7853,0.780943,-0.037195,-0.0339674,0.0151962,0.0210316,-3.70987e-07,0.00126055,8.165,4.73543,2.07939,0.0691242,-0.174938,0.7853
24.13,8.18231,8.16838,4.72508,4.7389,2.07694,2.08194,1.72761,1.73163,-1.0438,-1.03301,-0.245035,-0.243342,0.0687503,0.0638726,-0.174783,-0.177796,0.7853,0.780917,-0.0375804,-0.03432,0.0156734,0.0215437,-3.74331e-07,0.00123535,8.18231,4.72508,2.07694,0.0687503,-0.174783,0.7853
24.14,8.19955,8.18568,4.71455,4.72858,2.07449,2.07944,1.72024,1.72429,-1.06079,-1.05009,-0.245553,-0.243857,0.0683726,0.0634938,-0.174624,-0.177635,0.7853,0.780892,-0.037965,-0.0346782,0.0161499,0.0220577,-3.77568e-07,0.00120953,8.19955,4.71455,2.07449,0.0683726,-0.174624,0.7853
24.15,8.21672,8.20292,4.70386,4.71809,2.07203,2.07693,1.71285,1.71694,-1.07774,-1.06714,-0.246069,-0.244369,0.067991,0.0631094,-0.17446,-0.177471,0.7853,0.780867,-0.0383487,-0.0350425,0.0166256,0.0225722,-3.80698e-07,0.00118314,8.21672,4.70386,2.07203,0.067991,-0.17446,0.7853
24.16,8.23381,8.22008,4.693,4.70742,2.06957,2.07441,1.70545,1.70957,-1.09466,-1.08415,-0.246583,-0.244877,0.0676056,0.062719,-0.174292,-0.177304,0.7853,0.780843,-0.0387316,-0.0354125,0.0171006,0.0230873,-3.83723e-07,0.00115679,8.23381,4.693,2.06957,0.0676056,-0.174292,0.7853
24.17,8.25083,8.23716,4.68197,4.69658,2.0671,2.0719,1.69804,1.70218,-1.11153,-1.10112,-0.247095,-0.245384,0.0672164,0.0623228,-0.174118,-0.177134,0.7853,0.78082,-0.0391135,-0.0357871,0.0175747,0.0236069,-3.86643e-07,0.00112967,8.25083,4.68197,2.0671,0.0672164,-0.174118,0.7853
24.18,8.26777,8.25418,4.67077,4.68557,2.06463,2.06937,1.69061,1.69477,-1.12837,-1.11805,-0.247604,-0.245886,0.0668233,0.0619205,-0.17394,-0.176961,0.7853,0.780797,-0.0394946,-0.0361684,0.0180481,0.0241276,-3.8946e-07,0.00110252,8.26777,4.67077,2.06463,0.0668233,-0.17394,0.7853
24.19,8.28464,8.27112,4.6594,4.67438,2.06215,2.06684,1.68316,1.68735,-1.14516,-1.13494,-0.248111,-0.246386,0.0664265,0.0615122,-0.173757,-0.176786,0.7853,0.780776,-0.0398747,-0.036554,0.0185206,0.0246502,-3.92173e-07,0.00107519,8.28464,4.6594,2.06215,0.0664265,-0.173757,0.7853
24.2,8.30143,8.28799,4.64787,4.66303,2.05967,2.0643,1.6757,1.67991,-1.16191,-1.15179,-0.248616,-0.246883,0.0660258,0.0610976,-0.17357,-0.176608,0.7853,0.780756,-0.0402539,-0.0369451,0.0189923,0.0251757,-3.94783e-07,0.00104761,8.30143,4.64787,2.05967,0.0660258,-0.17357,0.7853
24.21,8.31815,8.30478,4.63616,4.6515,2.05718,2.06176,1.66822,1.67246,-1.17862,-1.16859,-0.249118,-0.247375,0.0656214,0.0606767,-0.173377,-0.176428,0.7853,0.780737,-0.0406321,-0.0373401,0.0194631,0.0257031,-3.97292e-07,0.00101997,8.31815,4.63616,2.05718,0.0656214,-0.173377,0.7853
24.22,8.3348,8.3215,4.62429,4.6398,2.05468,2.05922,1.66073,1.66499,-1.19529,-1.18536,-0.249619,-0.247865,0.0652132,0.0602496,-0.17318,-0.176245,0.7853,0.780718,-0.0410094,-0.0377393,0.019933,0.026234,-3.99699e-07,0.000992343,8.3348,4.62429,2.05468,0.0652132,-0.17318,0.7853
24.23,8.35137,8.33814,4.61226,4.62793,2.05218,2.05667,1.65323,1.6575,-1.21192,-1.20208,-0.250117,-0.248351,0.0648012,0.0598159,-0.172979,-0.17606,0.7853,0.780702,-0.0413857,-0.0381423,0.0204021,0.0267671,-4.02007e-07,0.000964776,8.35137,4.61226,2.05218,0.0648012,-0.172979,0.7853
24.24,8.36786,8.3547,4.60006,4.61589,2.04968,2.05412,1.6457,1.64999,-1.2285,-1.21875,-0.250612,-0.248833,0.0643855,0.0593758,-0.172772,-0.175873,0.7853,0.780686,-0.0417611,-0.0385489,0.0208703,0.0273024,-4.04215e-07,0.000937223,8.36786,4.60006,2.04968,0.0643855,-0.172772,0.7853
24.25,8.38428,8.37119,4.58769,4.60368,2.04717,2.05156,1.63817,1.64247,-1.24504,-1.23538,-0.251106,-0.249312,0.063966,0.0589293,-0.172561,-0.175684,0.7853,0.780671,-0.0421354,-0.0389588,0.0213376,0.0278401,-4.06324e-07,0.000909835,8.38428,4.58769,2.04717,0.063966,-0.172561,0.7853
24.26,8.40063,8.38761,4.57516,4.5913,2.04466,2.049,1.63062,1.63493,-1.26153,-1.25196,-0.251597,-0.249787,0.0635428,0.0584763,-0.172346,-0.175493,0.7853,0.780658,-0.0425087,-0.0393703,0.021804,0.0283807,-4.08336e-07,0.000882536,8.40063,4.57516,2.04466,0.0635428,-0.172346,0.7853
24.27,8.41689,8.40394,4.56246,4.57876,2.04214,2.04643,1.62305,1.62738,-1.27798,-1.26849,-0.252086,-0.250258,0.0631158,0.0580171,-0.172125,-0.175299,0.7853,0.780647,-0.042881,-0.0397844,0.0222694,0.0289245,-4.1025e-07,0.00085555,8.41689,4.56246,2.04214,0.0631158,-0.172125,0.7853
24.28,8.43309,8.4202,4.5496,4.56604,2.03962,2.04386,1.61547,1.6198,-1.29439,-1.28497,-0.252573,-0.250725,0.0626852,0.0575516,-0.1719,-0.175103,0.7853,0.780636,-0.0432522,-0.0402001,0.0227339,0.0294695,-4.12068e-07,0.000828952,8.43309,4.5496,2.03962,0.0626852,-0.1719,0.7853
24.29,8.4492,8.43638,4.53657,4.55317,2.03709,2.04129,1.60788,1.61222,-1.31074,-1.30141,-0.253058,-0.251189,0.0622508,0.05708,-0.171671,-0.174905,0.7853,0.780628,-0.0436224,-0.0406163,0.0231974,0.030017,-4.13791e-07,0.000802428,8.4492,4.53657,2.03709,0.0622508,-0.171671,0.7853
24.3,8.46525,8.45248,4.52338,4.54012,2.03456,2.03872,1.60027,1.60461,-1.32705,-1.31779,-0.25354,-0.251649,0.0618127,0.0566021,-0.171436,-0.174704,0.7853,0.78062,-0.0439915,-0.0410336,0.02366,0.0305655,-4.15419e-07,0.000776559,8.46525,4.52338,2.03456,0.0618127,-0.171436,0.7853
24.31,8.48121,8.46851,4.51003,4.52691,2.03202,2.03614,1.59264,1.59699,-1.34331,-1.33412,-0.25402,-0.252106,0.061371,0.056118,-0.171197,-0.174501,0.7853,0.780614,-0.0443595,-0.0414506,0.0241216,0.0311168,-4.16954e-07,0.000750959,8.48121,4.51003,2.03202,0.061371,-0.171197,0.7853
24.32,8.4971,8.48446,4.49652,4.51354,2.02947,2.03356,1.585,1.58936,-1.35953,-1.3504,-0.254498,-0.252559,0.0609255,0.0556282,-0.170954,-0.174296,0.7853,0.780609,-0.0447265,-0.0418675,0.0245821,0.0316676,-4.18395e-07,0.000725746,8.4971,4.49652,2.02947,0.0609255,-0.170954,0.7853
24.33,8.51291,8.50033,4.48284,4.5,2.02693,2.03098,1.57735,1.5817,-1.37569,-1.36663,-0.254973,-0.253009,0.0604764,0.0551327,-0.170706,-0.174087,0.7853,0.780606,-0.0450923,-0.0422843,0.0250417,0.0322201,-4.19745e-07,0.000701085,8.51291,4.48284,2.02693,0.0604764,-0.170706,0.7853
24.34,8.52864,8.51612,4.469,4.4863,2.02438,2.02839,1.56968,1.57403,-1.39181,-1.3828,-0.255446,-0.253456,0.0600237,0.0546316,-0.170453,-0.173876,0.7853,0.780604,-0.0454569,-0.0426997,0.0255002,0.0327731,-4.21003e-07,0.000676841,8.52864,4.469,2.02438,0.0600237,-0.170453,0.7853
24.35,8.5443,8.53183,4.455,4.47243,2.02182,2.02581,1.562,1.56635,-1.40788,-1.39893,-0.255917,-0.2539,0.0595673,0.0541249,-0.170196,-0.173661,0.7853,0.780604,-0.0458205,-0.0431137,0.0259577,0.033327,-4.22171e-07,0.000653133,8.5443,4.455,2.02182,0.0595673,-0.170196,0.7853
24.36,8.55989,8.54747,4.44084,4.45841,2.01926,2.02322,1.55431,1.55864,-1.42389,-1.415,-0.256385,-0.254341,0.0591073,0.0536132,-0.169934,-0.173443,0.7853,0.780605,-0.0461829,-0.0435255,0.0264141,0.0338811,-4.23249e-07,0.00063017,8.55989,4.44084,2.01926,0.0591073,-0.169934,0.7853
24.37,8.57539,8.56302,4.42653,4.44423,2.01669,2.02063,1.5466,1.55092,-1.43986,-1.43101,-0.256852,-0.25478,0.0586437,0.0530964,-0.169667,-0.173222,0.7853,0.780608,-0.0465441,-0.043936,0.0268695,0.0344336,-4.24239e-07,0.000607729,8.57539,4.42653,2.01669,0.0586437,-0.169667,0.7853
24.38,8.59082,8.5785,4.41205,4.42988,2.01412,2.01804,1.53887,1.54319,-1.45577,-1.44697,-0.257315,-0.255215,0.0581764,0.0525748,-0.169396,-0.172997,0.7853,0.780612,-0.0469041,-0.0443443,0.0273238,0.0349854,-4.25141e-07,0.000585958,8.59082,4.41205,2.01412,0.0581764,-0.169396,0.7853
24.39,8.60617,8.5939,4.39741,4.41538,2.01154,2.01545,1.53114,1.53544,-1.47163,-1.46288,-0.257777,-0.255649,0.0577056,0.0520486,-0.169121,-0.172768,0.7853,0.780617,-0.0472629,-0.0447492,0.027777,0.0355362,-4.25957e-07,0.000564709,8.60617,4.39741,2.01154,0.0577056,-0.169121,0.7853
24.4,8.62144,8.60922,4.38261,4.40071,2.00896,2.01285,1.52339,1.52767,-1.48744,-1.47874,-0.258236,-0.256081,0.0572312,0.051518,-0.168841,-0.172535,0.7853,0.780623,-0.0476205,-0.0451519,0.028229,0.0360849,-4.26686e-07,0.000544429,8.62144,4.38261,2.00896,0.0572312,-0.168841,0.7853
24.41,8.63663,8.62447,4.36766,4.38589,2.00638,2.01026,1.51562,1.51988,-1.50319,-1.49454,-0.258693,-0.25651,0.0567532,0.0509834,-0.168556,-0.172297,0.7853,0.780631,-0.0479769,-0.0455512,0.02868,0.0366317,-4.2733e-07,0.000524521,8.63663,4.36766,2.00638,0.0567532,-0.168556,0.7853
24.42,8.65175,8.63964,4.35255,4.3709,2.00379,2.00766,1.50784,1.51208,-1.51889,-1.51028,-0.259148,-0.256939,0.0562716,0.0504449,-0.168267,-0.172055,0.7853,0.78064,-0.048332,-0.0459472,0.0291298,0.0371762,-4.27891e-07,0.000505596,8.65175,4.35255,2.00379,0.0562716,-0.168267,0.7853
24.43,8.66679,8.65473,4.33728,4.35577,2.0012,2.00506,1.50005,1.50427,-1.53454,-1.52598,-0.2596,-0.257365,0.0557865,0.0499026,-0.167974,-0.171808,0.7853,0.780651,-0.0486859,-0.0463406,0.0295784,0.0377168,-4.28368e-07,0.000487104,8.66679,4.33728,2.0012,0.0557865,-0.167974,0.7853
24.44,8.68175,8.66975,4.32186,4.34047,1.9986,2.00246,1.49224,1.49643,-1.55013,-1.54161,-0.26005,-0.257791,0.0552979,0.049357,-0.167676,-0.171555,0.7853,0.780662,-0.0490385,-0.0467302,0.0300259,0.0382547,-4.28762e-07,0.00046961,8.68175,4.32186,1.9986,0.0552979,-0.167676,0.7853
24.45,8.69664,8.68469,4.30628,4.32501,1.996,1.99986,1.48442,1.48858,-1.56567,-1.5572,-0.260497,-0.258216,0.0548058,0.0488082,-0.167373,-0.171298,0.7853,0.780675,-0.0493898,-0.047117,0.0304722,0.0387892,-4.29075e-07,0.000452861,8.69664,4.30628,1.996,0.0548058,-0.167373,0.7853
24.46,8.71144,8.69955,4.29055,4.3094,1.99339,1.99726,1.47659,1.48071,-1.58115,-1.57272,-0.260943,-0.25864,0.0543101,0.0482566,-0.167066,-0.171034,0.7853,0.780689,-0.0497398,-0.0474996,0.0309174,0.0393191,-4.29308e-07,0.000436693,8.71144,4.29055,1.99339,0.0543101,-0.167066,0.7853
24.47,8.72617,8.71434,4.27466,4.29364,1.99078,1.99465,1.46875,1.47282,-1.59657,-1.5882,-0.261386,-0.259064,0.053811,0.0477023,-0.166755,-0.170764,0.7853,0.780703,-0.0500885,-0.0478789,0.0313613,0.0398448,-4.29461e-07,0.000421494,8.72617,4.27466,1.99078,0.053811,-0.166755,0.7853
24.48,8.74082,8.72906,4.25862,4.27771,1.98816,1.99205,1.46089,1.46492,-1.61193,-1.60362,-0.261826,-0.259487,0.0533083,0.0471455,-0.166439,-0.170489,0.7853,0.780719,-0.0504358,-0.048254,0.031804,0.0403659,-4.29536e-07,0.000406995,8.74082,4.25862,1.98816,0.0533083,-0.166439,0.7853
24.49,8.75539,8.74369,4.24242,4.26163,1.98554,1.98944,1.45301,1.457,-1.62724,-1.61898,-0.262264,-0.25991,0.0528023,0.0465864,-0.166119,-0.170206,0.7853,0.780736,-0.0507818,-0.0486261,0.0322454,0.0408813,-4.29532e-07,0.000393331,8.75539,4.24242,1.98554,0.0528023,-0.166119,0.7853
24.5,8.76988,8.75826,4.22607,4.24539,1.98292,1.98683,1.44513,1.44906,-1.64249,-1.6343,-0.2627,-0.260332,0.0522927,0.0460252,-0.165794,-0.169917,0.7853,0.780754,-0.0511265,-0.0489947,0.0326857,0.0413919,-4.29452e-07,0.000380248,8.76988,4.22607,1.98292,0.0522927,-0.165794,0.7853
24.51,8.78429,8.77275,4.20957,4.229,1.98029,1.98422,1.43723,1.4411,-1.65768,-1.64955,-0.263133,-0.260756,0.0517797,0.0454624,-0.165465,-0.169621,0.7853,0.780772,-0.0514697,-0.0493591,0.0331246,0.041896,-4.29296e-07,0.000368327,8.78429,4.20957,1.98029,0.0517797,-0.165465,0.7853
24.52,8.79862,8.78716,4.19292,4.21245,1.97765,1.98161,1.42932,1.43313,-1.67281,-1.66475,-0.263565,-0.261179,0.0512633,0.0448978,-0.165132,-0.169317,0.7853,0.780791,-0.0518116,-0.0497208,0.0335623,0.0423947,-4.29065e-07,0.000357047,8.79862,4.19292,1.97765,0.0512633,-0.165132,0.7853
24.53,8.81287,8.8015,4.17611,4.19575,1.97502,1.97899,1.42139,1.42514,-1.68788,-1.6799,-0.263993,-0.261602,0.0507435,0.0443319,-0.164794,-0.169007,0.7853,0.780811,-0.052152,-0.0500781,0.0339987,0.0428873,-4.2876e-07,0.000346705,8.81287,4.17611,1.97502,0.0507435,-0.164794,0.7853
24.54,8.82705,8.81577,4.15916,4.17889,1.97237,1.97638,1.41345,1.41713,-1.70289,-1.69499,-0.26442,-0.262025,0.0502203,0.0437645,-0.164452,-0.168688,0.7853,0.780832,-0.0524911,-0.0504324,0.0344338,0.0433747,-4.28382e-07,0.000337243,8.82705,4.15916,1.97237,0.0502203,-0.164452,0.7853
24.55,8.84114,8.82996,4.14206,4.16188,1.96973,1.97376,1.4055,1.40911,-1.71784,-1.71002,-0.264843,-0.262448,0.0496937,0.0431964,-0.164105,-0.168362,0.7853,0.780853,-0.0528287,-0.0507828,0.0348675,0.0438542,-4.27932e-07,0.000328645,8.84114,4.14206,1.96973,0.0496937,-0.164105,0.7853
24.56,8.85516,8.84408,4.1248,4.14471,1.96708,1.97113,1.39754,1.40106,-1.73273,-1.725,-0.265265,-0.262872,0.0491637,0.0426269,-0.163754,-0.168028,0.7853,0.780874,-0.0531648,-0.0511307,0.0353,0.0443275,-4.27411e-07,0.000320837,8.85516,4.1248,1.96708,0.0491637,-0.163754,0.7853
24.57,8.86909,8.85812,4.1074,4.12739,1.96442,1.96851,1.38956,1.393,-1.74755,-1.73992,-0.265684,-0.263296,0.0486304,0.0420567,-0.163399,-0.167685,0.7853,0.780896,-0.0534995,-0.0514744,0.035731,0.0447938,-4.26819e-07,0.000314191,8.86909,4.1074,1.96442,0.0486304,-0.163399,0.7853
24.58,8.88295,8.87209,4.08985,4.10991,1.96176,1.96588,1.38158,1.38492,-1.76232,-1.75478,-0.266101,-0.26372,0.0480937,0.0414856,-0.16304,-0.167335,0.7853,0.780917,-0.0538327,-0.0518157,0.0361608,0.0452535,-4.26158e-07,0.000308186,8.88295,4.08985,1.96176,0.0480937,-0.16304,0.7853
24.59,8.89673,8.88599,4.07216,4.09228,1.9591,1.96325,1.37357,1.37683,-1.77702,-1.76958,-0.266515,-0.264144,0.0475538,0.0409139,-0.162676,-0.166976,0.7853,0.780939,-0.0541644,-0.0521533,0.0365891,0.045707,-4.25429e-07,0.000303268,8.89673,4.07216,1.9591,0.0475538,-0.162676,0.7853
24.6,8.91042,8.89981,4.05431,4.0745,1.95643,1.96061,1.36556,1.36872,-1.79165,-1.78433,-0.266927,-0.264567,0.0470105,0.0403417,-0.162308,-0.166608,0.7853,0.780961,-0.0544946,-0.052488,0.0370161,0.0461534,-4.24632e-07,0.000299156,8.91042,4.05431,1.95643,0.0470105,-0.162308,0.7853
24.61,8.92404,8.91355,4.03632,4.05657,1.95376,1.95797,1.35754,1.36059,-1.80622,-1.79901,-0.267337,-0.26499,0.0464639,0.0397688,-0.161936,-0.166233,0.7853,0.780983,-0.0548232,-0.05282,0.0374417,0.046593,-4.23769e-07,0.000296175,8.92404,4.03632,1.95376,0.0464639,-0.161936,0.7853
24.62,8.93757,8.92722,4.01819,4.03848,1.95109,1.95532,1.3495,1.35245,-1.82073,-1.81364,-0.267744,-0.265413,0.045914,0.0391954,-0.161559,-0.165849,0.7853,0.781005,-0.0551503,-0.0531484,0.0378659,0.0470262,-4.2284e-07,0.000294164,8.93757,4.01819,1.95109,0.045914,-0.161559,0.7853
24.63,8.95103,8.9408,3.99991,4.02025,1.94841,1.95267,1.34145,1.34429,-1.83517,-1.82819,-0.268149,-0.265835,0.0453609,0.0386218,-0.161178,-0.165457,0.7853,0.781026,-0.0554759,-0.0534739,0.0382886,0.0474528,-4.21847e-07,0.00029327,8.95103,3.99991,1.94841,0.0453609,-0.161178,0.7853
24.64,8.9644,8.95432,3.98149,4.00186,1.94572,1.95002,1.33338,1.33612,-1.84955,-1.84269,-0.268551,-0.266256,0.0448045,0.0380475,-0.160793,-0.165056,0.7853,0.781047,-0.0557998,-0.0537967,0.0387099,0.0478731,-4.2079e-07,0.000293285,8.9644,3.98149,1.94572,0.0448045,-0.160793,0.7853
24.65,8.97769,8.96776,3.96292,3.98333,1.94304,1.94736,1.32531,1.32793,-1.86385,-1.85712,-0.268951,-0.266675,0.0442449,0.0374727,-0.160404,-0.164647,0.7853,0.781068,-0.0561222,-0.0541177,0.0391297,0.0482877,-4.19671e-07,0.000294372,8.97769,3.96292,1.94304,0.0442449,-0.160404,0.7853
24.66,8.99091,8.98111,3.94421,3.96464,1.94034,1.94469,1.31722,1.31972,-1.8781,-1.8715,-0.269349,-0.267093,0.043682,0.0368974,-0.160011,-0.16423,0.7853,0.781088,-0.056443,-0.0544352,0.0395481,0.0486961,-4.18489e-07,0.000296399,8.99091,3.94421,1.94034,0.043682,-0.160011,0.7853
24.67,9.00404,8.99439,3.92536,3.94581,1.93765,1.94202,1.30912,1.31151,-1.89227,-1.8858,-0.269744,-0.26751,0.043116,0.0363216,-0.159613,-0.163805,0.7853,0.781107,-0.0567622,-0.0547509,0.039965,0.0490985,-4.17247e-07,0.000299707,9.00404,3.92536,1.93765,0.043116,-0.159613,0.7853
24.68,9.01709,9.0076,3.90636,3.92684,1.93495,1.93935,1.30101,1.30328,-1.90638,-1.90003,-0.270137,-0.267924,0.0425468,0.0357452,-0.159212,-0.163373,0.7853,0.781125,-0.0570797,-0.0550639,0.0403804,0.0494957,-4.15945e-07,0.000304163,9.01709,3.90636,1.93495,0.0425468,-0.159212,0.7853
24.69,9.03006,9.02071,3.88723,3.90772,1.93225,1.93666,1.29289,1.29503,-1.92041,-1.9142,-0.270527,-0.268336,0.0419744,0.0351683,-0.158806,-0.162933,0.7853,0.781142,-0.0573955,-0.0553744,0.0407943,0.0498882,-4.14584e-07,0.000309765,9.03006,3.88723,1.93225,0.0419744,-0.158806,0.7853
24.7,9.04295,9.03375,3.86796,3.88845,1.92954,1.93398,1.28476,1.28678,-1.93438,-1.9283,-0.270915,-0.268746,0.0413989,0.0345904,-0.158396,-0.162485,0.7853,0.781158,-0.0577097,-0.0556832,0.0412066,0.0502752,-4.13165e-07,0.000316367,9.04295,3.86796,1.92954,0.0413989,-0.158396,0.7853
24.71,9.05575,9.04671,3.84854,3.86905,1.92683,1.93128,1.27661,1.27852,-1.94828,-1.94232,-0.2713,-0.269153,0.0408202,0.034012,-0.157982,-0.162031,0.7853,0.781173,-0.0580223,-0.0559897,0.0416174,0.0506585,-4.1169e-07,0.000324175,9.05575,3.84854,1.92683,0.0408202,-0.157982,0.7853
24.72,9.06848,9.05958,3.82899,3.8495,1.92411,1.92858,1.26846,1.27024,-1.96211,-1.95627,-0.271683,-0.269556,0.0402385,0.0334327,-0.157563,-0.16157,0.7853,0.781187,-0.0583331,-0.0562951,0.0420267,0.0510371,-4.10158e-07,0.000333339,9.06848,3.82899,1.92411,0.0402385,-0.157563,0.7853
24.73,9.08112,9.07237,3.8093,3.82982,1.92139,1.92588,1.26029,1.26195,-1.97587,-1.97015,-0.272063,-0.269957,0.0396536,0.0328522,-0.157141,-0.161102,0.7853,0.781199,-0.0586422,-0.0565985,0.0424344,0.0514121,-4.08571e-07,0.000343546,9.08112,3.8093,1.92139,0.0396536,-0.157141,0.7853
24.74,9.09369,9.08508,3.78947,3.80999,1.91867,1.92317,1.25211,1.25366,-1.98956,-1.98396,-0.272441,-0.270354,0.0390656,0.0322709,-0.156715,-0.160629,0.7853,0.78121,-0.0589496,-0.0569006,0.0428406,0.0517847,-4.0693e-07,0.000355005,9.09369,3.78947,1.91867,0.0390656,-0.156715,0.7853
24.75,9.10616,9.0977,3.76951,3.79003,1.91594,1.92045,1.24392,1.24536,-2.00317,-1.99769,-0.272817,-0.270747,0.0384746,0.0316883,-0.156284,-0.160149,0.7853,0.78122,-0.0592552,-0.0572012,0.0432451,0.0521525,-4.05235e-07,0.000367492,9.10616,3.76951,1.91594,0.0384746,-0.156284,0.7853
24.76,9.11856,9.11024,3.74941,3.76994,1.91321,1.91772,1.23571,1.23705,-2.01672,-2.01134,-0.27319,-0.271137,0.0378805,0.0311045,-0.15585,-0.159665,0.7853,0.781228,-0.0595591,-0.0575006,0.043648,0.0525195,-4.03489e-07,0.000381529,9.11856,3.74941,1.91321,0.0378805,-0.15585,0.7853
24.77,9.13088,9.12269,3.72918,3.74971,1.91048,1.91499,1.2275,1.22873,-2.03019,-2.02492,-0.273561,-0.271523,0.0372834,0.0305192,-0.155411,-0.159175,0.7853,0.781234,-0.0598612,-0.0577995,0.0440493,0.0528813,-4.01691e-07,0.000396594,9.13088,3.72918,1.91048,0.0372834,-0.155411,0.7853
24.78,9.14311,9.13505,3.70881,3.72935,1.90774,1.91226,1.21928,1.2204,-2.04359,-2.03842,-0.273929,-0.271904,0.0366833,0.0299325,-0.154969,-0.158681,0.7853,0.781239,-0.0601615,-0.0580979,0.044449,0.0532437,-3.99842e-07,0.000412777,9.14311,3.70881,1.90774,0.0366833,-0.154969,0.7853
24.79,9.15526,9.14733,3.6883,3.70886,1.905,1.90951,1.21104,1.21208,-2.05692,-2.05184,-0.274295,-0.272282,0.0360802,0.0293443,-0.154522,-0.158183,0.7853,0.781242,-0.06046,-0.0583957,0.044847,0.0536031,-3.97944e-07,0.000430197,9.15526,3.6883,1.905,0.0360802,-0.154522,0.7853
24.8,9.16733,9.15952,3.66767,3.68825,1.90226,1.90677,1.20279,1.20374,-2.07017,-2.06518,-0.274658,-0.272655,0.0354741,0.0287544,-0.154072,-0.157681,0.7853,0.781243,-0.0607567,-0.058693,0.0452434,0.0539611,-3.95998e-07,0.000448883,9.16733,3.66767,1.90226,0.0354741,-0.154072,0.7853
24.81,9.17932,9.17163,3.6469,3.6675,1.89951,1.90401,1.19453,1.1954,-2.08334,-2.07844,-0.275019,-0.273024,0.0348651,0.0281625,-0.153617,-0.157175,0.7853,0.781243,-0.0610516,-0.0589899,0.0456381,0.0543181,-3.94004e-07,0.000468597,9.17932,3.6469,1.89951,0.0348651,-0.153617,0.7853
24.82,9.19123,9.18365,3.626,3.64663,1.89676,1.90125,1.18627,1.18706,-2.09645,-2.09161,-0.275377,-0.273388,0.0342531,0.0275689,-0.153159,-0.156667,0.7853,0.781242,-0.0613446,-0.059287,0.0460311,0.0546734,-3.91963e-07,0.000489473,9.19123,3.626,1.89676,0.0342531,-0.153159,0.7853
24.83,9.20305,9.19557,3.60497,3.62564,1.894,1.89849,1.17799,1.17872,-2.10947,-2.10471,-0.275733,-0.273748,0.0336382,0.0269732,-0.152697,-0.156155,0.7853,0.781238,-0.0616357,-0.059585,0.0464224,0.0550287,-3.89876e-07,0.000511497,9.20305,3.60497,1.894,0.0336382,-0.152697,0.7853
24.84,9.21478,9.20741,3.58381,3.60452,1.89124,1.89572,1.1697,1.17036,-2.12242,-2.11772,-0.276086,-0.274105,0.0330204,0.0263754,-0.152231,-0.155642,0.7853,0.781233,-0.061925,-0.0598826,0.046812,0.055383,-3.87745e-07,0.000534564,9.21478,3.58381,1.89124,0.0330204,-0.152231,0.7853
24.85,9.22644,9.21916,3.56252,3.58328,1.88848,1.89294,1.1614,1.16201,-2.1353,-2.13065,-0.276437,-0.274456,0.0323997,0.0257753,-0.151761,-0.155126,0.7853,0.781227,-0.0622123,-0.0601807,0.0471999,0.0557369,-3.85569e-07,0.000558466,9.22644,3.56252,1.88848,0.0323997,-0.151761,0.7853
24.86,9.23801,9.23083,3.54111,3.56192,1.88571,1.89016,1.15308,1.15366,-2.1481,-2.1435,-0.276786,-0.274804,0.0317761,0.0251732,-0.151287,-0.154609,0.7853,0.781218,-0.0624977,-0.0604796,0.047586,0.0560905,-3.83351e-07,0.000583604,9.23801,3.54111,1.88571,0.0317761,-0.151287,0.7853
24.87,9.2495,9.2424,3.51956,3.54044,1.88294,1.88737,1.14476,1.1453,-2.16082,-2.15626,-0.277131,-0.275149,0.0311497,0.0245685,-0.150809,-0.154091,0.7853,0.781209,-0.0627813,-0.060779,0.0479704,0.0564439,-3.8109e-07,0.000609428,9.2495,3.51956,1.88294,0.0311497,-0.150809,0.7853
24.88,9.26091,9.25389,3.49789,3.51885,1.88017,1.88458,1.13643,1.13694,-2.17346,-2.16894,-0.277475,-0.275489,0.0305205,0.0239616,-0.150327,-0.153571,0.7853,0.781198,-0.0630628,-0.0610796,0.0483529,0.0567958,-3.78788e-07,0.00063628,9.26091,3.49789,1.88017,0.0305205,-0.150327,0.7853
24.89,9.27223,9.26528,3.47609,3.49713,1.87739,1.88179,1.12809,1.12858,-2.18603,-2.18153,-0.277816,-0.275825,0.0298885,0.0233519,-0.149842,-0.153051,0.7853,0.781186,-0.0633424,-0.0613803,0.0487338,0.0571488,-3.76446e-07,0.000663981,9.27223,3.47609,1.87739,0.0298885,-0.149842,0.7853
