t,x_true,x_est,y_true,y_est,z_true,z_est,vx_true,vx_est,vy_true,vy_est,vz_true,vz_est,phi_true,phi_est,theta_true,theta_est,psi_true,psi_est,p_true,p_est,q_true,q_est,r_true,r_est,x_noisy,y_noisy,z_noisy,phi_noisy,theta_noisy,psi_noisy
5.41,10.0025,9.98483,-0.533365,-0.522795,2,1.99714,-0.16897,-0.164159,-2.94118,-2.96878,7.72278e-06,0.0172324,-0.00789689,-0.0156202,-0.105959,-0.0911035,0.21029,0.212093,0.0256434,0.0191616,0.0282066,0.0129651,-0.00503132,-0.0023536,10.0025,-0.533365,2,-0.00789689,-0.105959,0.21029
5.42,10.0007,9.98302,-0.562784,-0.552601,2,1.99709,-0.17932,-0.17377,-2.9426,-2.96988,7.50844e-06,0.0171549,-0.00765591,-0.0155991,-0.105666,-0.0909585,0.210238,0.211994,0.0225499,0.0163444,0.0304008,0.0149607,-0.00519854,-0.00251637,10.0007,-0.562784,2,-0.00765591,-0.105666,0.210238
5.43,9.9989,9.98113,-0.592217,-0.582418,2,1.99703,-0.189636,-0.183368,-2.94404,-2.97098,7.30002e-06,0.0170811,-0.00744594,-0.015597,-0.105352,-0.0908001,0.210186,0.211894,0.0194422,0.0135221,0.0325252,0.0168971,-0.00536556,-0.00267842,9.9989,-0.592217,2,-0.00744594,-0.105352,0.210186
5.44,9.99695,9.97915,-0.621665,-0.612247,2,1.99698,-0.199917,-0.192954,-2.94549,-2.97207,7.09737e-06,0.0170102,-0.0072671,-0.0156133,-0.105016,-0.0906283,0.210131,0.211793,0.016325,0.0107006,0.034578,0.0187715,-0.0055324,-0.00283972,9.99695,-0.621665,2,-0.0072671,-0.105016,0.210131
5.45,9.9949,9.97708,-0.651127,-0.642083,2,1.99692,-0.21016,-0.202524,-2.94695,-2.97315,6.90031e-06,0.0169432,-0.00711946,-0.0156481,-0.10466,-0.0904439,0.210075,0.21169,0.0132027,0.00788169,0.0365577,0.0205831,-0.00569907,-0.0030003,9.9949,-0.651127,2,-0.00711946,-0.10466,0.210075
5.46,9.99275,9.97492,-0.680604,-0.671927,2,1.99686,-0.220366,-0.212078,-2.94842,-2.97421,6.70871e-06,0.0168805,-0.00700305,-0.0157012,-0.104285,-0.0902476,0.210017,0.211585,0.0100797,0.0050711,0.0384629,0.0223319,-0.00586555,-0.00316019,9.99275,-0.680604,2,-0.00700305,-0.104285,0.210017
5.47,9.9905,9.97269,-0.710095,-0.701775,2,1.9968,-0.230532,-0.221614,-2.94988,-2.97526,6.5224e-06,0.0168222,-0.00691785,-0.0157722,-0.103891,-0.09004,0.209958,0.211478,0.0069605,0.00227153,0.0402923,0.0240133,-0.00603186,-0.00331942,9.9905,-0.710095,2,-0.00691785,-0.103891,0.209958
5.48,9.98814,9.97037,-0.739601,-0.731626,2,1.99673,-0.240657,-0.231131,-2.95134,-2.97629,6.34125e-06,0.0167697,-0.00686381,-0.0158607,-0.10348,-0.0898216,0.209896,0.211371,0.00384928,-0.00051026,0.0420448,0.0256292,-0.00619801,-0.00347796,9.98814,-0.739601,2,-0.00686381,-0.10348,0.209896
5.49,9.98568,9.96798,-0.769122,-0.761477,2,1.99667,-0.250742,-0.240628,-2.9528,-2.9773,6.16511e-06,0.0167218,-0.00684083,-0.0159669,-0.103051,-0.0895933,0.209834,0.211262,0.00075027,-0.00327303,0.0437192,0.0271769,-0.00636399,-0.00363585,9.98568,-0.769122,2,-0.00684083,-0.103051,0.209834
5.5,9.98313,9.96551,-0.798657,-0.791329,2,1.99659,-0.260783,-0.250103,-2.95425,-2.97828,5.99384e-06,0.016679,-0.00684875,-0.0160904,-0.102605,-0.0893553,0.209769,0.211152,-0.00233241,-0.00601233,0.0453148,0.0286552,-0.0065298,-0.00379313,9.98313,-0.798657,2,-0.00684875,-0.102605,0.209769
5.51,9.98047,9.96295,-0.828207,-0.821179,2,1.99652,-0.270782,-0.259555,-2.95569,-2.97925,5.8273e-06,0.0166416,-0.00688741,-0.0162311,-0.102145,-0.0891085,0.209703,0.211042,-0.00539474,-0.00872369,0.0468307,0.0300635,-0.00669547,-0.00394978,9.98047,-0.828207,2,-0.00688741,-0.102145,0.209703
5.52,9.97771,9.96032,-0.857771,-0.851023,2,1.99644,-0.280736,-0.268982,-2.95711,-2.98019,5.66538e-06,0.0166108,-0.00695657,-0.0163885,-0.101669,-0.0888536,0.209635,0.21093,-0.00843279,-0.0114043,0.0482662,0.0314,-0.00686098,-0.00410583,9.97771,-0.857771,2,-0.00695657,-0.101669,0.209635
5.53,9.97485,9.95763,-0.887349,-0.880865,2,1.99636,-0.290645,-0.278385,-2.95851,-2.9811,5.50794e-06,0.0165856,-0.00705597,-0.0165625,-0.10118,-0.0885909,0.209566,0.210818,-0.0114427,-0.014051,0.0496209,0.0326675,-0.00702634,-0.00426133,9.97485,-0.887349,2,-0.00705597,-0.10118,0.209566
5.54,9.9719,9.95485,-0.916941,-0.910697,2,1.99628,-0.300509,-0.28776,-2.95989,-2.98198,5.35485e-06,0.016566,-0.00718532,-0.016753,-0.100677,-0.0883212,0.209495,0.210705,-0.0144208,-0.0166596,0.0508944,0.0338598,-0.00719155,-0.00441628,9.9719,-0.916941,2,-0.00718532,-0.100677,0.209495
5.55,9.96884,9.95201,-0.946547,-0.940523,2,1.99619,-0.310326,-0.297108,-2.96124,-2.98283,5.20601e-06,0.0165522,-0.00734427,-0.0169596,-0.100162,-0.0880449,0.209422,0.210591,-0.0173635,-0.0192284,0.0520862,0.034981,-0.00735663,-0.00457069,9.96884,-0.946547,2,-0.00734427,-0.100162,0.209422
5.56,9.96569,9.94908,-0.976166,-0.97034,2,1.9961,-0.320097,-0.306428,-2.96257,-2.98365,5.06128e-06,0.0165444,-0.00753246,-0.0171826,-0.0996355,-0.0877627,0.209348,0.210477,-0.0202672,-0.0217504,0.0531964,0.0360303,-0.00752157,-0.00472459,9.96569,-0.976166,2,-0.00753246,-0.0996355,0.209348
5.57,9.96244,9.94609,-1.0058,-1.00015,2,1.996,-0.32982,-0.31572,-2.96386,-2.98444,4.92056e-06,0.0165432,-0.00774947,-0.017421,-0.0990983,-0.087475,0.209272,0.210363,-0.0231285,-0.0242286,0.0542249,0.037005,-0.00768637,-0.00487804,9.96244,-1.0058,2,-0.00774947,-0.0990983,0.209272
5.58,9.9591,9.94303,-1.03544,-1.02994,2,1.9959,-0.339496,-0.32498,-2.96513,-2.98519,4.78374e-06,0.0165483,-0.00799487,-0.0176749,-0.0985513,-0.0871824,0.209194,0.210248,-0.0259442,-0.0266589,0.0551717,0.0379056,-0.00785104,-0.005031,9.9591,-1.03544,2,-0.00799487,-0.0985513,0.209194
5.59,9.95565,9.9399,-1.0651,-1.05973,2,1.99579,-0.349123,-0.33421,-2.96635,-2.9859,4.65071e-06,0.0165581,-0.00826819,-0.0179444,-0.0979951,-0.0868854,0.209115,0.210133,-0.0287111,-0.0290343,0.0560369,0.0387334,-0.00801558,-0.00518352,9.95565,-1.0651,2,-0.00826819,-0.0979951,0.209115
5.6,9.95211,9.93669,-1.09477,-1.0895,2,1.99569,-0.358702,-0.343409,-2.96753,-2.98657,4.52136e-06,0.0165739,-0.00856892,-0.0182288,-0.0974308,-0.0865847,0.209034,0.210018,-0.0314261,-0.0313573,0.056821,0.0394869,-0.00818,-0.00533567,9.95211,-1.09477,2,-0.00856892,-0.0974308,0.209034
5.61,9.94848,9.93341,-1.12445,-1.11927,2,1.99557,-0.368233,-0.352576,-2.96868,-2.9872,4.3956e-06,0.0165948,-0.00889653,-0.0185282,-0.096859,-0.0862804,0.208951,0.209902,-0.0340863,-0.0336242,0.0575243,0.0401665,-0.0083443,-0.00548742,9.94848,-1.12445,2,-0.00889653,-0.096859,0.208951
5.62,9.94475,9.93006,-1.15414,-1.14902,2,1.99546,-0.377715,-0.36171,-2.96977,-2.98779,4.27332e-06,0.0166217,-0.00925046,-0.0188424,-0.0962806,-0.0859733,0.208867,0.209787,-0.0366889,-0.0358315,0.0581474,0.0407727,-0.00850848,-0.00563881,9.94475,-1.15414,2,-0.00925046,-0.0962806,0.208867
5.63,9.94092,9.92663,-1.18385,-1.17875,2,1.99534,-0.387148,-0.370811,-2.97082,-2.98834,4.15442e-06,0.0166533,-0.00963011,-0.0191709,-0.0956963,-0.0856637,0.208781,0.209671,-0.0392313,-0.0379791,0.0586907,0.0413063,-0.00867255,-0.00578988,9.94092,-1.18385,2,-0.00963011,-0.0956963,0.208781
5.64,9.93701,9.92313,-1.21356,-1.20848,2,1.99522,-0.396532,-0.379879,-2.97182,-2.98884,4.03883e-06,0.0166893,-0.0100349,-0.0195139,-0.095107,-0.085352,0.208693,0.209555,-0.0417108,-0.0400631,0.0591552,0.0417673,-0.00883651,-0.00594062,9.93701,-1.21356,2,-0.0100349,-0.095107,0.208693
5.65,9.93299,9.91956,-1.24328,-1.23819,2,1.9951,-0.405868,-0.388914,-2.97276,-2.98929,3.92644e-06,0.01673,-0.0104641,-0.0198709,-0.0945135,-0.0850385,0.208604,0.209439,-0.0441251,-0.0420836,0.0595415,0.0421555,-0.00900036,-0.00609109,9.93299,-1.24328,2,-0.0104641,-0.0945135,0.208604
5.66,9.92889,9.91592,-1.27301,-1.26789,2,1.99497,-0.415155,-0.397914,-2.97365,-2.98969,3.81716e-06,0.0167752,-0.0109171,-0.0202417,-0.0939164,-0.0847239,0.208513,0.209322,-0.0464718,-0.0440383,0.0598506,0.0424715,-0.00916411,-0.00624127,9.92889,-1.27301,2,-0.0109171,-0.0939164,0.208513
5.67,9.92469,9.91219,-1.30276,-1.29758,2,1.99484,-0.424394,-0.406881,-2.97448,-2.99004,3.71091e-06,0.0168234,-0.0113933,-0.0206258,-0.0933167,-0.0844084,0.208421,0.209206,-0.0487489,-0.0459272,0.0600835,0.0427178,-0.00932775,-0.00639124,9.92469,-1.30276,2,-0.0113933,-0.0933167,0.208421
5.68,9.9204,9.90839,-1.3325,-1.32726,2,1.99472,-0.433584,-0.415813,-2.97525,-2.99035,3.60761e-06,0.0168755,-0.0118919,-0.0210238,-0.092715,-0.0840923,0.208327,0.209089,-0.0509542,-0.0477453,0.0602412,0.042892,-0.0094913,-0.00654102,9.9204,-1.3325,2,-0.0118919,-0.092715,0.208327
5.69,9.91602,9.90451,-1.36226,-1.35693,2,1.99459,-0.442727,-0.424712,-2.97596,-2.99059,3.50718e-06,0.0169299,-0.0124122,-0.0214347,-0.0921121,-0.083776,0.208231,0.208972,-0.0530859,-0.0494957,0.060325,0.0429982,-0.00965475,-0.00669061,9.91602,-1.36226,2,-0.0124122,-0.0921121,0.208231
5.7,9.91155,9.90054,-1.39202,-1.38659,2,1.99446,-0.451822,-0.433577,-2.97661,-2.99079,3.40952e-06,0.016987,-0.0129534,-0.0218588,-0.0915088,-0.0834599,0.208134,0.208855,-0.0551421,-0.0511743,0.0603362,0.0430345,-0.00981811,-0.00684004,9.91155,-1.39202,2,-0.0129534,-0.0915088,0.208134
5.71,9.90698,9.8965,-1.42179,-1.41623,2,1.99434,-0.46087,-0.442409,-2.97718,-2.99092,3.31458e-06,0.017046,-0.0135147,-0.0222953,-0.0909056,-0.0831443,0.208035,0.208738,-0.0571214,-0.0527817,0.0602759,0.0430041,-0.00998138,-0.00698933,9.90698,-1.42179,2,-0.0135147,-0.0909056,0.208035
5.72,9.90233,9.89238,-1.45157,-1.44587,2,1.99421,-0.469872,-0.451206,-2.97769,-2.991,3.22227e-06,0.0171071,-0.0140955,-0.0227445,-0.0903035,-0.0828293,0.207934,0.20862,-0.059022,-0.0543166,0.0601458,0.0429077,-0.0101446,-0.00713851,9.90233,-1.45157,2,-0.0140955,-0.0903035,0.207934
5.73,9.89759,9.88816,-1.48135,-1.4755,2,1.99409,-0.478827,-0.459971,-2.97813,-2.99103,3.13253e-06,0.0171694,-0.0146949,-0.0232058,-0.089703,-0.0825153,0.207832,0.208502,-0.0608428,-0.0557798,0.0599472,0.0427458,-0.0103077,-0.00728764,9.89759,-1.48135,2,-0.0146949,-0.089703,0.207832
5.74,9.89275,9.88387,-1.51113,-1.50512,2,1.99396,-0.487737,-0.468702,-2.9785,-2.99099,3.04527e-06,0.017232,-0.0153121,-0.0236792,-0.0891048,-0.0822026,0.207728,0.208384,-0.0625823,-0.0571679,0.0596817,0.04252,-0.0104707,-0.00743669,9.89275,-1.51113,2,-0.0153121,-0.0891048,0.207728
5.75,9.88783,9.87948,-1.54092,-1.53474,2,1.99385,-0.496601,-0.477401,-2.9788,-2.99089,2.96043e-06,0.0172949,-0.0159463,-0.0241642,-0.0885095,-0.0818914,0.207622,0.208265,-0.0642396,-0.0584827,0.059351,0.0422305,-0.0106336,-0.00758572,9.88783,-1.54092,2,-0.0159463,-0.0885095,0.207622
5.76,9.88282,9.87501,-1.5707,-1.56435,2,1.99373,-0.505421,-0.486068,-2.97902,-2.99073,2.87795e-06,0.0173577,-0.0165966,-0.0246608,-0.0879179,-0.081582,0.207515,0.208145,-0.0658136,-0.0597223,0.0589567,0.0418817,-0.0107965,-0.00773473,9.88282,-1.5707,2,-0.0165966,-0.0879179,0.207515
5.77,9.87772,9.87045,-1.6005,-1.59395,2,1.99362,-0.514198,-0.494704,-2.97916,-2.99051,2.79776e-06,0.0174191,-0.0172623,-0.0251686,-0.0873306,-0.0812748,0.207406,0.208025,-0.0673036,-0.0608871,0.0585005,0.0414719,-0.0109593,-0.00788375,9.87772,-1.6005,2,-0.0172623,-0.0873306,0.207406
5.78,9.87254,9.86579,-1.63029,-1.62355,2,1.99351,-0.522932,-0.503308,-2.97923,-2.99022,2.7198e-06,0.0174804,-0.0179424,-0.0256873,-0.0867481,-0.0809695,0.207296,0.207904,-0.0687086,-0.0619776,0.0579843,0.0410038,-0.011122,-0.00803282,9.87254,-1.63029,2,-0.0179424,-0.0867481,0.207296
5.79,9.86726,9.86104,-1.66008,-1.65314,2,1.99341,-0.531623,-0.511882,-2.97921,-2.98987,2.644e-06,0.0175397,-0.0186362,-0.0262165,-0.0861711,-0.0806669,0.207184,0.207783,-0.0700283,-0.0629942,0.05741,0.0404802,-0.0112846,-0.00818195,9.86726,-1.66008,2,-0.0186362,-0.0861711,0.207184
5.8,9.86191,9.8562,-1.68987,-1.68273,2,1.99332,-0.540273,-0.520427,-2.97912,-2.98945,2.5703e-06,0.017597,-0.0193427,-0.0267562,-0.0856001,-0.0803668,0.20707,0.20766,-0.071262,-0.0639356,0.0567793,0.0399026,-0.0114472,-0.00833115,9.86191,-1.68987,2,-0.0193427,-0.0856001,0.20707
5.81,9.85646,9.85126,-1.71966,-1.71231,2,1.99323,-0.548883,-0.528942,-2.97895,-2.98897,2.49865e-06,0.0176519,-0.0200611,-0.0273058,-0.0850357,-0.0800695,0.206955,0.207537,-0.0724095,-0.064802,0.0560944,0.0392698,-0.0116098,-0.00848045,9.85646,-1.71966,2,-0.0200611,-0.0850357,0.206955
5.82,9.85093,9.84622,-1.74945,-1.7419,2,1.99314,-0.557453,-0.537429,-2.97869,-2.98842,2.42899e-06,0.0177044,-0.0207906,-0.0278651,-0.0844784,-0.0797754,0.206838,0.207412,-0.0734706,-0.0655934,0.0553571,0.0385866,-0.0117722,-0.00862988,9.85093,-1.74945,2,-0.0207906,-0.0844784,0.206838
5.83,9.84531,9.84108,-1.77924,-1.77147,2,1.99307,-0.565984,-0.545889,-2.97835,-2.9878,2.36127e-06,0.017753,-0.0215302,-0.0284337,-0.0839287,-0.0794843,0.20672,0.207287,-0.0744451,-0.066312,0.0545694,0.0378552,-0.0119346,-0.00877947,9.84531,-1.77924,2,-0.0215302,-0.0839287,0.20672
5.84,9.83961,9.83585,-1.80902,-1.80105,2,1.993,-0.574477,-0.554322,-2.97793,-2.98711,2.29543e-06,0.0177989,-0.0222792,-0.0290115,-0.0833872,-0.0791966,0.206599,0.207161,-0.075333,-0.0669573,0.0537336,0.0370762,-0.012097,-0.00892921,9.83961,-1.80902,2,-0.0222792,-0.0833872,0.206599
5.85,9.83382,9.83052,-1.83879,-1.83062,2,1.99294,-0.582934,-0.562729,-2.97742,-2.98636,2.23141e-06,0.0178399,-0.0230366,-0.0295978,-0.0828542,-0.0789126,0.206478,0.207033,-0.0761346,-0.0675287,0.0528515,0.0362522,-0.0122593,-0.00907913,9.83382,-1.83879,2,-0.0230366,-0.0828542,0.206478
5.86,9.82795,9.82509,-1.86857,-1.86019,2,1.99289,-0.591355,-0.571111,-2.97683,-2.98554,2.16918e-06,0.0178777,-0.0238016,-0.0301923,-0.0823303,-0.0786321,0.206354,0.206904,-0.07685,-0.0680289,0.0519254,0.0353857,-0.0124215,-0.00922926,9.82795,-1.86857,2,-0.0238016,-0.0823303,0.206354
5.87,9.82199,9.81956,-1.89833,-1.88975,2,1.99285,-0.599741,-0.57947,-2.97615,-2.98464,2.10867e-06,0.0179106,-0.0245733,-0.0307951,-0.0818159,-0.0783555,0.206229,0.206773,-0.0774797,-0.0684557,0.0509575,0.0344763,-0.0125837,-0.00937961,9.82199,-1.89833,2,-0.0245733,-0.0818159,0.206229
5.88,9.81596,9.81393,-1.92809,-1.91932,2,1.99282,-0.608093,-0.587805,-2.97539,-2.98368,2.04985e-06,0.0179386,-0.0253509,-0.0314048,-0.0813113,-0.078083,0.206103,0.206642,-0.078024,-0.0688121,0.0499498,0.0335292,-0.0127458,-0.00953022,9.81596,-1.92809,2,-0.0253509,-0.0813113,0.206103
5.89,9.80983,9.80819,-1.95784,-1.94887,2,1.99279,-0.616413,-0.596118,-2.97454,-2.98265,1.99266e-06,0.0179621,-0.0261335,-0.0320219,-0.080817,-0.0778146,0.205974,0.206508,-0.0784837,-0.0690985,0.0489045,0.0325454,-0.0129079,-0.00968106,9.80983,-1.95784,2,-0.0261335,-0.080817,0.205974
5.9,9.80363,9.80236,-1.98758,-1.97843,2,1.99278,-0.624701,-0.60441,-2.9736,-2.98155,1.93706e-06,0.0179798,-0.0269203,-0.0326459,-0.0803333,-0.0775504,0.205844,0.206374,-0.0788595,-0.0693145,0.0478239,0.0315266,-0.01307,-0.00983217,9.80363,-1.98758,2,-0.0269203,-0.0803333,0.205844
5.91,9.79734,9.79642,-2.01731,-2.00797,2,1.99277,-0.632959,-0.612682,-2.97258,-2.98038,1.88301e-06,0.0179938,-0.0277104,-0.0332758,-0.0798606,-0.0772908,0.205713,0.206237,-0.079152,-0.0694634,0.0467101,0.030477,-0.013232,-0.00998358,9.79734,-2.01731,2,-0.0277104,-0.0798606,0.205713
5.92,9.79097,9.79039,-2.04703,-2.03752,2,1.99278,-0.641187,-0.620935,-2.97147,-2.97914,1.83046e-06,0.0180008,-0.0285031,-0.0339118,-0.0793992,-0.0770357,0.20558,0.206099,-0.0793623,-0.0695426,0.0455655,0.0293957,-0.013394,-0.0101353,9.79097,-2.04703,2,-0.0285031,-0.0793992,0.20558
5.93,9.78451,9.78426,-2.07674,-2.06705,2,1.99279,-0.649387,-0.62917,-2.97027,-2.97783,1.77938e-06,0.0180038,-0.0292974,-0.034553,-0.0789494,-0.0767854,0.205445,0.20596,-0.0794913,-0.0695579,0.0443921,0.0282885,-0.0135559,-0.0102874,9.78451,-2.07674,2,-0.0292974,-0.0789494,0.205445
5.94,9.77798,9.77802,-2.10643,-2.09658,2,1.99282,-0.657559,-0.637388,-2.96899,-2.97646,1.72971e-06,0.0180008,-0.0300926,-0.0351992,-0.0785115,-0.07654,0.205309,0.205818,-0.0795401,-0.0695054,0.0431922,0.0271554,-0.0137178,-0.0104398,9.77798,-2.10643,2,-0.0300926,-0.0785115,0.205309
5.95,9.77136,9.77168,-2.13612,-2.1261,2,1.99285,-0.665706,-0.64559,-2.96762,-2.97501,1.68142e-06,0.0179913,-0.0308879,-0.0358497,-0.0780856,-0.0762995,0.205171,0.205675,-0.0795099,-0.0693892,0.0419681,0.0259979,-0.0138796,-0.0105925,9.77136,-2.13612,2,-0.0308879,-0.0780856,0.205171
5.96,9.76467,9.76524,-2.16579,-2.15562,2,1.9929,-0.673828,-0.653778,-2.96616,-2.97349,1.63448e-06,0.0179764,-0.0316826,-0.036504,-0.0776722,-0.0760641,0.205031,0.20553,-0.0794021,-0.0692099,0.0407219,0.0248213,-0.0140415,-0.0107456,9.76467,-2.16579,2,-0.0316826,-0.0776722,0.205031
5.97,9.75789,9.75871,-2.19544,-2.18512,2,1.99295,-0.681927,-0.661951,-2.96462,-2.97191,1.58884e-06,0.0179568,-0.0324757,-0.0371621,-0.0772713,-0.0758341,0.20489,0.205383,-0.0792179,-0.0689681,0.0394559,0.023626,-0.0142033,-0.0108991,9.75789,-2.19544,2,-0.0324757,-0.0772713,0.20489
5.98,9.75103,9.75208,-2.22508,-2.2146,2,1.99302,-0.690003,-0.670112,-2.96299,-2.97025,1.54448e-06,0.0179308,-0.0332667,-0.0378227,-0.0768831,-0.0756095,0.204747,0.205234,-0.0789588,-0.0686646,0.0381723,0.0224154,-0.014365,-0.011053,9.75103,-2.22508,2,-0.0332667,-0.0768831,0.204747
5.99,9.74409,9.74535,-2.2547,-2.24408,2,1.99309,-0.698057,-0.678261,-2.96128,-2.96854,1.50135e-06,0.0178994,-0.0340547,-0.0384858,-0.0765079,-0.0753903,0.204602,0.205084,-0.0786264,-0.0683031,0.0368732,0.0211903,-0.0145267,-0.0112073,9.74409,-2.2547,2,-0.0340547,-0.0765079,0.204602
6,9.73707,9.73853,-2.2843,-2.27354,2,1.99317,-0.706091,-0.6864,-2.95949,-2.96675,1.45941e-06,0.0178626,-0.034839,-0.0391508,-0.0761457,-0.0751767,0.204456,0.204931,-0.0782223,-0.0678821,0.0355608,0.0199534,-0.0146884,-0.0113621,9.73707,-2.2843,2,-0.034839,-0.0761457,0.204456
6.01,9.72997,9.73162,-2.31389,-2.30298,2,1.99327,-0.714107,-0.694529,-2.95761,-2.96489,1.41865e-06,0.0178209,-0.0356189,-0.0398171,-0.0757967,-0.074969,0.204309,0.204777,-0.0777481,-0.0674048,0.0342373,0.018706,-0.0148501,-0.0115173,9.72997,-2.31389,2,-0.0356189,-0.0757967,0.204309
6.02,9.72278,9.7246,-2.34346,-2.33241,2,1.99337,-0.722104,-0.70265,-2.95564,-2.96297,1.37902e-06,0.0177734,-0.0363937,-0.040484,-0.075461,-0.074767,0.204159,0.204621,-0.0772057,-0.0668703,0.0329047,0.0174538,-0.0150118,-0.0116729,9.72278,-2.34346,2,-0.0363937,-0.075461,0.204159
6.03,9.71552,9.7175,-2.373,-2.36182,2,1.99347,-0.730085,-0.710764,-2.9536,-2.96099,1.3405e-06,0.0177211,-0.0371628,-0.041151,-0.0751386,-0.0745709,0.204008,0.204462,-0.0765967,-0.0662833,0.0315653,0.0161963,-0.0151734,-0.0118291,9.71552,-2.373,2,-0.0371628,-0.0751386,0.204008
6.04,9.70818,9.71031,-2.40253,-2.3912,2,1.99359,-0.738051,-0.71887,-2.95147,-2.95893,1.30304e-06,0.0176639,-0.0379254,-0.0418178,-0.0748297,-0.074381,0.203856,0.204302,-0.0759232,-0.065642,0.030221,0.0149348,-0.015335,-0.0119857,9.70818,-2.40253,2,-0.0379254,-0.0748297,0.203856
6.05,9.70076,9.70303,-2.43203,-2.42057,2,1.99372,-0.746001,-0.726972,-2.94927,-2.95682,1.26663e-06,0.0176013,-0.038681,-0.0424836,-0.0745342,-0.0741972,0.203702,0.20414,-0.075187,-0.0649498,0.028874,0.0136747,-0.0154966,-0.0121428,9.70076,-2.43203,2,-0.038681,-0.0745342,0.203702
6.06,9.69326,9.69565,-2.46151,-2.44991,2,1.99385,-0.753939,-0.735069,-2.94698,-2.95463,1.23123e-06,0.0175346,-0.039429,-0.0431478,-0.0742522,-0.0740195,0.203546,0.203976,-0.0743901,-0.0642075,0.0275261,0.0124152,-0.0156581,-0.0123004,9.69326,-2.46151,2,-0.039429,-0.0742522,0.203546
6.07,9.68568,9.68819,-2.49097,-2.47922,2,1.99399,-0.761865,-0.743164,-2.94462,-2.95239,1.19682e-06,0.0174633,-0.0401686,-0.0438099,-0.0739837,-0.0738483,0.203389,0.20381,-0.0735346,-0.0634155,0.0261795,0.0111576,-0.0158197,-0.0124586,9.68568,-2.49097,2,-0.0401686,-0.0739837,0.203389
6.08,9.67803,9.68064,-2.5204,-2.50851,2,1.99413,-0.769779,-0.751255,-2.94217,-2.95008,1.16337e-06,0.0173872,-0.0408995,-0.0444691,-0.0737286,-0.0736834,0.20323,0.203643,-0.0726226,-0.0625778,0.0248361,0.00990669,-0.0159812,-0.0126173,9.67803,-2.5204,2,-0.0408995,-0.0737286,0.20323
6.09,9.67029,9.67301,-2.54981,-2.53777,2,1.99428,-0.777683,-0.759345,-2.93966,-2.94771,1.13085e-06,0.0173073,-0.0416209,-0.045125,-0.0734869,-0.0735249,0.203069,0.203473,-0.0716562,-0.0616937,0.0234977,0.0086633,-0.0161427,-0.0127765,9.67029,-2.54981,2,-0.0416209,-0.0734869,0.203069
6.1,9.66247,9.66529,-2.5792,-2.567,2,1.99444,-0.785579,-0.767434,-2.93706,-2.94527,1.09924e-06,0.0172239,-0.0423324,-0.0457772,-0.0732586,-0.0733729,0.202907,0.203302,-0.0706376,-0.0607651,0.0221662,0.00742761,-0.0163042,-0.0129363,9.66247,-2.5792,2,-0.0423324,-0.0732586,0.202907
6.11,9.65458,9.65749,-2.60856,-2.5962,2,1.9946,-0.793467,-0.775524,-2.9344,-2.94278,1.06851e-06,0.0171369,-0.0430335,-0.0464247,-0.0730436,-0.0732276,0.202743,0.203129,-0.0695691,-0.0597943,0.0208435,0.0062044,-0.0164656,-0.0130967,9.65458,-2.60856,2,-0.0430335,-0.0730436,0.202743
6.12,9.6466,9.6496,-2.63789,-2.62536,2,1.99477,-0.801348,-0.783615,-2.93166,-2.94022,1.03863e-06,0.0170455,-0.0437236,-0.047067,-0.0728417,-0.0730889,0.202577,0.202954,-0.0684527,-0.058783,0.0195314,0.00499247,-0.0166271,-0.0132577,9.6466,-2.63789,2,-0.0437236,-0.0728417,0.202577
6.13,9.63855,9.64163,-2.66719,-2.65449,2,1.99494,-0.809223,-0.791708,-2.92885,-2.9376,1.00958e-06,0.0169515,-0.0444024,-0.0477035,-0.0726529,-0.0729567,0.20241,0.202778,-0.067291,-0.057732,0.0182315,0.00379525,-0.0167885,-0.0134193,9.63855,-2.66719,2,-0.0444024,-0.0726529,0.20241
6.14,9.63042,9.63358,-2.69646,-2.68359,2,1.99512,-0.817093,-0.799803,-2.92597,-2.93492,9.8135e-07,0.0168544,-0.0450693,-0.048334,-0.0724771,-0.0728313,0.202242,0.2026,-0.066086,-0.056642,0.0169456,0.00261411,-0.0169499,-0.0135816,9.63042,-2.69646,2,-0.0450693,-0.0724771,0.202242
6.15,9.62221,9.62545,-2.72571,-2.71265,2,1.9953,-0.82496,-0.807902,-2.92302,-2.93218,9.53903e-07,0.0167533,-0.045724,-0.0489576,-0.072314,-0.0727124,0.202071,0.20242,-0.0648403,-0.0555147,0.0156753,0.00144977,-0.0171114,-0.0137444,9.62221,-2.72571,2,-0.045724,-0.072314,0.202071
6.16,9.61392,9.61724,-2.75492,-2.74167,2,1.99548,-0.832824,-0.816005,-2.92,-2.92938,9.27221e-07,0.0166502,-0.046366,-0.0495736,-0.0721635,-0.0726003,0.201899,0.202239,-0.063556,-0.0543534,0.0144222,0.000303421,-0.0172728,-0.0139079,9.61392,-2.75492,2,-0.046366,-0.0721635,0.201899
6.17,9.60555,9.60895,-2.78411,-2.77065,2,1.99566,-0.840685,-0.824113,-2.91692,-2.92652,9.01282e-07,0.016545,-0.046995,-0.0501816,-0.0720255,-0.0724949,0.201726,0.202056,-0.0622357,-0.0531597,0.0131878,-0.000823106,-0.0174341,-0.0140721,9.60555,-2.78411,2,-0.046995,-0.0720255,0.201726
